sku,trackOrder,type_id
M1961463064,https://tracking.goboxful.com?shipment=BFTS-3465-2024071010428,20649
M1961658584,https://tracking.goboxful.com?shipment=BFTS-3465-2024071010429,20651
M1961556124,https://tracking.goboxful.com?shipment=BFTS-3465-2024071010432,20650
M1961764916,https://tracking.goboxful.com?shipment=BFTS-3465-2024071010433,20654
M1961852895,https://tracking.goboxful.com?shipment=BFTS-3465-2024071010435,20656
M1961823247,https://tracking.goboxful.com?shipment=BFTS-3465-2024071010436,20655
M1960063223,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110437,20632
M1961953299,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110438,20657
M1961259064,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110443,20647
M1897856202,https://tracking.goboxful.com?shipment=BFTS-3465-202405318188,19847
M1958028876,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110447,20610
M1958028876,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110449,20610
M1962260468,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110453,20661
M1962362988,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110459,20662
M1962416246,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110460,20665
M1962463153,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110462,20666
M1962538612,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110463,20668
M1962363889,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110465,20663
M196243794,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110500,20667
M196173794,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110501,20653
M1962664571,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110507,20669
M1962362988,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110509,20662
M1961764916,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110510,20654
M196207916,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110512,20658
M1962857826,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110513,20671
M196207916,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110514,20658
M1962851958,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110515,20672
M1961756027,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110518,20652
M1959615195,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110519,20627
M1962164559,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110521,20659
M1962963980,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110523,20673
M1962963980,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110524,20673
M1963051591,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110525,20674
M1963051591,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110526,20674
M1962364742,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110527,20664
M1963242871,https://tracking.goboxful.com?shipment=BFTS-3465-2024071110528,20676
M1962156669,https://tracking.goboxful.com?shipment=BFTS-3465-2024071210556,20660
M1961056669,https://tracking.goboxful.com?shipment=BFTS-3465-2024071210557,20645
M1958262694,https://tracking.goboxful.com?shipment=BFTS-3465-2024071210559,20612
M1963451958,https://tracking.goboxful.com?shipment=BFTS-3465-2024071210569,20681
M1960054986,https://tracking.goboxful.com?shipment=BFTS-3465-2024071210571,20633
M1963164061,https://tracking.goboxful.com?shipment=BFTS-3465-2024071210588,20675
M1963564451,https://tracking.goboxful.com?shipment=BFTS-3465-2024071210605,20682
M1964132715,https://tracking.goboxful.com?shipment=BFTS-3465-2024071210615,20688
M1961357539,https://tracking.goboxful.com?shipment=BFTS-3465-2024071210620,20648
M1963855519,https://tracking.goboxful.com?shipment=BFTS-3465-2024071310642,20685
M1964561124,https://tracking.goboxful.com?shipment=BFTS-3465-2024071310643,20693
M1964464548,https://tracking.goboxful.com?shipment=BFTS-3465-2024071310644,20692
M1964758822,https://tracking.goboxful.com?shipment=BFTS-3465-2024071310653,20695
M1964661885,https://tracking.goboxful.com?shipment=BFTS-3465-2024071310655,20694
M1964813010,https://tracking.goboxful.com?shipment=BFTS-3465-2024071310656,20696
M1965460468,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410664,20702
M1964953430,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410665,20697
M1963954135,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410666,20686
M1963954135,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410667,20686
M1965555831,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410668,20703
M1965052895,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410671,20698
M1965253719,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410672,20700
M1965952593,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410673,20707
M1964043753,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410674,20687
M1963354033,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410675,20679
M1965954033,https://tracking.goboxful.com?shipment=BFTS-3465-2024071410676,20708
M1962156669,https://tracking.goboxful.com?shipment=BFTS-3465-2024071510687,20660
M1961056669,https://tracking.goboxful.com?shipment=BFTS-3465-2024071510688,20645
M1965141354,https://tracking.goboxful.com?shipment=BFTS-3465-2024071510689,20699
M1966055499,https://tracking.goboxful.com?shipment=BFTS-3465-2024071510692,20709
M1966351108,https://tracking.goboxful.com?shipment=BFTS-3465-2024071510750,20712
M1966121382,https://tracking.goboxful.com?shipment=BFTS-3465-2024071510754,20710
M1966461124,https://tracking.goboxful.com?shipment=BFTS-3465-2024071510768,20713
M1966764061,https://tracking.goboxful.com?shipment=BFTS-3465-2024071510775,20716
M1966860962,https://tracking.goboxful.com?shipment=BFTS-3465-2024071510776,20717
M1966959059,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610778,20719
M1967040350,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610779,20720
M1967162932,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610786,20721
M1963164061,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610788,20675
M1966547530,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610796,20714
M1964132715,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610797,20688
M1967256669,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610801,20722
M1961357539,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610809,20648
M1966664451,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610827,20715
M196758371,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610828,20725
M1967461445,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610830,20724
M1967461445,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610831,20724
M196753794,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610832,20726
M1966960317,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610834,20718
M1967734950,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610837,20728
M1967852895,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610842,20732
M1967862526,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610843,20738
M196733067,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610844,20723
M1967864710,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610845,20730
M1967657826,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610846,20727
M1967852635,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610847,20739
M1968052895,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610848,20741
M1968058895,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610849,20743
M1967834612,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610850,20734
M1968218571,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610851,20745
M1968354240,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610852,20746
M1968460297,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610853,20747
M1968764802,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610854,20751
M1968661915,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610855,20750
M1968561915,https://tracking.goboxful.com?shipment=BFTS-3465-2024071610856,20748
M1968627038,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710857,20749
M196789952,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710858,20729
M1968851160,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710860,20752
M1967813167,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710871,20731
M1968941354,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710873,20753
M1968851160,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710860,20752
M1969258895,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710904,20757
M196803794,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710907,20742
M1969364559,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710909,20758
M1969112422,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710915,20755
M1969465260,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710919,20759
M1969537623,https://tracking.goboxful.com?shipment=BFTS-3465-2024071710920,20760
M1969258895,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810928,20757
M1968058895,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810929,20743
M1968058895,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810934,20743
M1969749430,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810936,20762
M1970163597,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810937,20766
M1970265537,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810942,20767
M1970563980,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810948,20771
M1970660468,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810953,20773
M1970457826,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810954,20769
M1969864061,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810955,20763
M1970727619,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810956,20774
M1970363493,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810963,20768
M1970064559,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810971,20765
M1970064559,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810972,20765
M1964132715,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810976,20688
M1970455519,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810978,20770
M1970837623,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810981,20775
M197112779,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810982,20778
M1971441,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810988,20782
M1971360314,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810989,20781
M1971360314,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810990,20781
M1971357826,https://tracking.goboxful.com?shipment=BFTS-3465-2024071810998,20780
M1971563980,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911000,20784
M1971558895,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911001,20785
M1971663836,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911002,20786
M1971721630,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911005,20788
M1970551160,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911006,20772
M1970363493,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911007,20768
M1971664571,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911011,20787
M1970660468,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911014,20773
M1972565678,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911027,20796
M1972565678,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911029,20796
M1972755961,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911039,20798
M1972757498,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911041,20799
M1972657470,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911042,20797
M1972862954,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911043,20800
M1973116246,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911044,20804
M1973057304,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911045,20803
M197153794,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911055,20783
M197123794,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911056,20779
M1973260740,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911057,20805
M1973457826,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911059,20811
M1973852635,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911061,20815
M1973955458,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911063,20816
M1973955458,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911064,20816
M1973955458,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911065,20816
M1974054524,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911066,20818
M1974065419,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911067,20819
M1974065419,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911068,20819
M1974255514,https://tracking.goboxful.com?shipment=BFTS-3465-2024071911069,20822
M1974334950,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011070,20823
M1972964451,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011072,20801
M1974065419,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011074,20819
M1974557826,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011080,20826
M1974555054,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011084,20825
M1974760815,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011089,20830
M1974760815,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011090,20830
M1974831539,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011092,20832
M1974811163,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011093,20831
M1974944716,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011094,20834
M1973453429,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011095,20810
M1975261915,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011096,20838
M1975449430,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011097,20847
M1975157064,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011098,20837
M1974627113,https://tracking.goboxful.com?shipment=BFTS-3465-2024072011099,20827
M1975660477,https://tracking.goboxful.com?shipment=BFTS-3465-2024072111110,20849
M1974656270,https://tracking.goboxful.com?shipment=BFTS-3465-2024072111111,20829
M1971664571,https://tracking.goboxful.com?shipment=BFTS-3465-2024072111112,20787
M1975556193,https://tracking.goboxful.com?shipment=BFTS-3465-2024072111114,20848
M1975965866,https://tracking.goboxful.com?shipment=BFTS-3465-2024072111115,20852
M1975858869,https://tracking.goboxful.com?shipment=BFTS-3465-2024072111116,20851
M1976264061,https://tracking.goboxful.com?shipment=BFTS-3465-2024072111117,20855
M1976312326,https://tracking.goboxful.com?shipment=BFTS-3465-2024072111118,20856
M1976560815,https://tracking.goboxful.com?shipment=BFTS-3465-2024072111123,20859
M197449722,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211134,20824
M1976658895,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211137,20860
M1974651160,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211138,20828
M1971664571,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211140,20787
M197449722,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211143,20824
M1977259000,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211156,20867
M1973647517,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211160,20813
M1977364396,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211163,20868
M1977450603,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211189,20869
M1976864451,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211196,20863
M1976564451,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211197,20858
M1977056021,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211198,20865
M1976116634,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211200,20854
M1977189,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211207,20866
M1977559000,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211211,20870
M1977657470,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211218,20871
M1976928216,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211220,20864
M1977763597,https://tracking.goboxful.com?shipment=BFTS-3465-2024072211221,20872
M1977865473,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311232,20873
M1977913010,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311234,20875
M1978050603,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311238,20877
M1967040350,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311239,20720
M1978189,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311264,20878
M1978256368,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311265,20879
M1978247530,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311267,20880
M1978256368,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311271,20879
M1978247530,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311272,20880
M1978256368,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311271,20879
M1978247530,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311272,20880
M1978256368,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311274,20879
M1978256368,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311274,20879
M1978247530,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311275,20880
M1978247530,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311275,20880
M1976658705,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311277,20861
M1976443494,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311282,20857
M1977957844,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311288,20876
M1978216246,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311289,20881
M1978616246,https://tracking.goboxful.com?shipment=BFTS-3465-2024072311294,20888
M1978861124,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411295,20890
M1978913010,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411296,20893
M1979154950,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411298,20896
M1979453429,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411301,20901
M1979423468,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411304,20900
M1977056021,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411305,20865
M1979061445,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411306,20894
M1974831539,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411313,20832
M1976755304,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411316,20862
M1976055304,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411317,20853
M1979551362,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411320,20903
M1979651362,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411322,20904
M1979849430,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411323,20907
M197998371,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411324,20908
M1979322275,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411326,20899
