sku,trackOrder,type_id
M1979156270,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411332,20895
M1979566189,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411335,20902
M1980156124,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411352,20910
M1979733261,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411355,20905
M1980361152,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411357,20912
M1980449839,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411358,20913
M1980264451,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411360,20911
M1979164916,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411361,20897
M1980513010,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411363,20915
M1980620262,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411364,20916
M1980851160,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411374,20918
M1980766405,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411379,20917
M197798093,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411381,20874
M197798093,https://tracking.goboxful.com?shipment=BFTS-3465-2024072411382,20874
M1979721630,https://tracking.goboxful.com?shipment=BFTS-3465-2024072511393,20906
M1980557586,https://tracking.goboxful.com?shipment=BFTS-3465-2024072511407,20914
M1981389,https://tracking.goboxful.com?shipment=BFTS-3465-2024072511411,20924
M1981161024,https://tracking.goboxful.com?shipment=BFTS-3465-2024072511413,20921
M1981758584,https://tracking.goboxful.com?shipment=BFTS-3465-2024072511437,20928
M1980963493,https://tracking.goboxful.com?shipment=BFTS-3465-2024072511442,20919
M1981934512,https://tracking.goboxful.com?shipment=BFTS-3465-2024072511445,20930
M1982052966,https://tracking.goboxful.com?shipment=BFTS-3465-2024072511455,20931
M1982156202,https://tracking.goboxful.com?shipment=BFTS-3465-2024072511456,20932
M1982289,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611459,20933
M198159900,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611470,20926
M1982358788,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611478,20936
M1982355329,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611479,20937
M1982357826,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611482,20935
M1982411212,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611498,20939
M1982353534,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611500,20938
M1978464634,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611512,20883
M198279866,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611514,20943
M1982789,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611515,20945
M1982765459,https://tracking.goboxful.com?shipment=BFTS-3465-2024072611516,20944
M198308093,https://tracking.goboxful.com?shipment=BFTS-3465-2024072711532,20951
M1983049521,https://tracking.goboxful.com?shipment=BFTS-3465-2024072711533,20950
M198249991,https://tracking.goboxful.com?shipment=BFTS-3465-2024072711535,20940
M1983057470,https://tracking.goboxful.com?shipment=BFTS-3465-2024072711536,20949
M1983227668,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811550,20953
M1983327668,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811551,20955
M1982557826,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811564,20941
M1983464559,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811565,20956
M1983555660,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811566,20957
M1970455519,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811567,20770
M1983651591,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811568,20958
M1983810158,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811569,20964
M1983858227,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811570,20962
M1983958584,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811571,20965
M1983827668,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811572,20963
M1984351037,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811574,20971
M1983252351,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811575,20954
M1984016246,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811596,20966
M1984560314,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811598,20974
M1978464634,https://tracking.goboxful.com?shipment=BFTS-3465-2024072811599,20883
M1984862109,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911600,20977
M1983227668,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911603,20953
M1984154062,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911604,20969
M1984154062,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911612,20969
M1982663153,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911616,20942
M1985153058,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911617,20981
M1982753058,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911618,20946
M1985027668,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911620,20980
M1985257826,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911628,20983
M1984754696,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911631,20976
M1983854696,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911634,20960
M1982958676,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911635,20948
M1985357826,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911652,20984
M198403794,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911680,20967
M1985465646,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911693,20985
M1985521382,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911696,20986
M1985663955,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911702,20987
M1986157321,https://tracking.goboxful.com?shipment=BFTS-3465-2024072911710,20992
M1987351160,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011711,21008
M1987560815,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011712,21011
M1986013010,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011718,20991
M198748528,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011722,21009
M1985714930,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011725,20988
M1985847530,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011727,20989
M1985249737,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011729,20982
M1984554986,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011738,20973
M1983754986,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011739,20959
M1987656202,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011740,21012
M1987755130,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011760,21013
M1976928216,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011766,20864
M1980963493,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011776,20919
M1987951160,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011778,21015
M1988089,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011779,21016
M1987461734,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011781,21010
M1988166579,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011782,21017
M1988166405,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011784,21018
M1988265678,https://tracking.goboxful.com?shipment=BFTS-3465-2024073011785,21020
M198829991,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111791,21019
M1988312239,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111792,21022
M1988353430,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111800,21021
M1982557826,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111817,20941
M1982411212,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111818,20939
M1988544716,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111820,21026
M1988565678,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111821,21025
M1988464559,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111822,21023
M1989159000,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111849,21033
M1988756961,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111850,21028
M1989365744,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111851,21036
M1989366584,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111852,21035
M1989459000,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111853,21038
M1989563597,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111854,21039
M1989555831,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111855,21040
M1989659000,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111856,21041
M1989856202,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111858,21044
M1989753534,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111859,21043
M1990165678,https://tracking.goboxful.com?shipment=BFTS-3465-2024073111868,21048
