sku;trackOrder;;type_id;created_at;order_state_id;Original_URL;Redirection_URL;estado;cometario;fecha comentario;
M1970551160;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911006;20772;19/7/2024 09:31;3;BFTS-3465-2024071911006;https://c807xpresssv.dispatchtrack.com/track/52bd700d96061ab2b8552232;Llego a su destino;CCE;23/7/2024 09:54;N
M1970660468;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911014;20773;19/7/2024 11:48;4;BFTS-3465-2024071911014;https://c807xpresssv.dispatchtrack.com/track/46170df29a219f5e84e2d2ed;Problemas en la gestion;Direccion incompleta/no contesta;23/7/2024 09:58;#¡REF!
M1970727619;https://tracking.goboxful.com?shipment;BFTS-3465-2024071810956;20774;18/7/2024 14:13;3;BFTS-3465-2024071810956;https://c807xpresssv.dispatchtrack.com/track/48964362780a4328e687063c;Llego a su destino;CCE;20/7/2024 08:39;N
M1970837623;https://tracking.goboxful.com?shipment;BFTS-3465-2024071810981;20775;18/7/2024 19:27;3;BFTS-3465-2024071810981;https://c807xpresssv.dispatchtrack.com/track/fd55ccac3697f5082c6b0d64;Llego a su destino;CCE;20/7/2024 09:56;N
M197112779;https://tracking.goboxful.com?shipment;BFTS-3465-2024071810982;20778;18/7/2024 20:17;3;BFTS-3465-2024071810982;https://c807xpresssv.dispatchtrack.com/track/5d9051788011007e72c496a4;Llego a su destino;CCE;20/7/2024 08:20;N
M197123794;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911056;20779;19/7/2024 15:32;3;BFTS-3465-2024071911056;https://c807xpresssv.dispatchtrack.com/track/8c9c6a2480397c5477b9c877;Llego a su destino;CCE;22/7/2024 15:07;N
M1971357826;https://tracking.goboxful.com?shipment;BFTS-3465-2024071810998;20780;18/7/2024 21:34;3;BFTS-3465-2024071810998;https://c807xpresssv.dispatchtrack.com/track/27c68d9aff7db320bc9f4e2d;Llego a su destino;CCE;20/7/2024 12:14;N
M1971360314;https://tracking.goboxful.com?shipment;BFTS-3465-2024071810990;20781;18/7/2024 20:58;3;BFTS-3465-2024071810990;https://c807xpresssv.dispatchtrack.com/track/85fe113e1734b7083cee0bdd;Llego a su destino;CCE;20/7/2024 12:13;#¡REF!
M1971441;https://tracking.goboxful.com?shipment;BFTS-3465-2024071810988;20782;18/7/2024 20:51;3;BFTS-3465-2024071810988;https://c807xpresssv.dispatchtrack.com/track/b8e4f88c220ff1ec2083e28a;Llego a su destino;CCE;22/7/2024 08:55;N
M197153794;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911055;20783;19/7/2024 15:32;3;BFTS-3465-2024071911055;https://c807xpresssv.dispatchtrack.com/track/fae0ab0567ac1bee1d746cd0;Llego a su destino;CCE;22/7/2024 12:13;N
M1971563980;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911000;20784;19/7/2024 04:36;3;BFTS-3465-2024071911000;https://c807xpresssv.dispatchtrack.com/track/cb57b1af6da0eeb34b7beca4;Llego a su destino;CCE;20/7/2024 11:51;N
M1971558895;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911001;20785;19/7/2024 05:07;3;BFTS-3465-2024071911001;https://c807xpresssv.dispatchtrack.com/track/5f3301a1cb0adc2ca7ddf0ae;Llego a su destino;CCE;20/7/2024 11:51;N
M1971663836;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911002;20786;19/7/2024 06:40;3;BFTS-3465-2024071911002;https://c807xpresssv.dispatchtrack.com/track/7857ceefe9c6a9d22740771e;Llego a su destino;CCE;20/7/2024 08:14;N
M1971664571;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911011;20787;19/7/2024 10:55;3;BFTS-3465-2024071911011;https://c807xpresssv.dispatchtrack.com/track/806bebca00f91b4180354bc0;Llego a su destino;CCE;23/7/2024 11:21;N
M1971721630;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911005;20788;19/7/2024 09:06;3;BFTS-3465-2024071911005;https://c807xpresssv.dispatchtrack.com/track/b8b2c4fdc2cc45ca612d88bc;Llego a su destino;SER;20/7/2024 10:18;#¡REF!
M1972565678;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911029;20796;19/7/2024 13:36;3;BFTS-3465-2024071911029;https://c807xpresssv.dispatchtrack.com/track/c4a2a21fef84a5ec3179c19d;Llego a su destino;SER;22/7/2024 11:17;#¡REF!
M1972657470;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911042;20797;19/7/2024 13:51;3;BFTS-3465-2024071911042;https://c807xpresssv.dispatchtrack.com/track/7cb00229cc4f665b231c6570;Llego a su destino;SER;20/7/2024 13:00;N
M1972755961;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911039;20798;19/7/2024 13:46;3;BFTS-3465-2024071911039;https://c807xpresssv.dispatchtrack.com/track/d7fc8eb281620a0f018f970c;Llego a su destino;CCE;22/7/2024 11:21;N
M1972757498;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911041;20799;19/7/2024 13:49;3;BFTS-3465-2024071911041;https://c807xpresssv.dispatchtrack.com/track/8ef9aa9909fe173dc6204818;Llego a su destino;CCE;20/7/2024 12:56;N
M1972862954;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911043;20800;19/7/2024 14:19;4;BFTS-3465-2024071911043;https://c807xpresssv.dispatchtrack.com/track/cf5db0c93220a3dc66fe8076;Ingresado al sistema;;19/7/2024 14:19;N
M1972964451;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011072;20801;20/7/2024 09:09;3;BFTS-3465-2024072011072;https://c807xpresssv.dispatchtrack.com/track/c73240857c0dc95a7d22fd92;Llego a su destino;CCE;23/7/2024 10:51;N
M1973057304;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911045;20803;19/7/2024 14:52;4;BFTS-3465-2024071911045;https://c807xpresssv.dispatchtrack.com/track/9f454b09fc3659683a6dff8b;Ingresado al sistema;;19/7/2024 14:52;N
M1973116246;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911044;20804;19/7/2024 14:35;3;BFTS-3465-2024071911044;https://c807xpresssv.dispatchtrack.com/track/2035c6ecbe4a4b5148956427;Llego a su destino;SER;23/7/2024 10:23;N
M1973260740;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911057;20805;19/7/2024 15:41;3;BFTS-3465-2024071911057;https://c807xpresssv.dispatchtrack.com/track/b5fbde69f993a93f957e4eef;Ingresado al sistema;;19/7/2024 15:41;N
M1973453429;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011095;20810;20/7/2024 20:01;3;BFTS-3465-2024072011095;https://c807xpresssv.dispatchtrack.com/track/a6bddb324a82d5f132423334;Llego a su destino;CCE;26/7/2024 10:16;N
M1973457826;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911059;20811;19/7/2024 16:31;3;BFTS-3465-2024071911059;https://c807xpresssv.dispatchtrack.com/track/7eb48d735ce6912dd6d7562f;Llego a su destino;CCE;24/7/2024 10:30;N
M1973647517;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211160;20813;22/7/2024 12:38;3;BFTS-3465-2024072211160;https://c807xpresssv.dispatchtrack.com/track/dddaae76e847caf31372dea2;Llego a su destino;CCE;23/7/2024 11:03;N
M1973852635;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911061;20815;19/7/2024 19:50;3;BFTS-3465-2024071911061;https://c807xpresssv.dispatchtrack.com/track/3e605fbcd770f1484c3a2475;Llego a su destino;CCE;30/7/2024 11:27;N
M1973955458;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911063;20816;19/7/2024 20:44;4;BFTS-3465-2024071911063;https://c807xpresssv.dispatchtrack.com/track/ff171d2839a3c295f14dec94;Ingresado al sistema;;19/7/2024 20:44;N
M1974054524;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911066;20818;19/7/2024 20:55;3;BFTS-3465-2024071911066;https://c807xpresssv.dispatchtrack.com/track/e275ffde2f44d008063a3c8f;Llego a su destino;CCE;25/7/2024 10:40;#¡REF!
M1974065419;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911067;20819;19/7/2024 21:34;4;BFTS-3465-2024071911067;https://c807xpresssv.dispatchtrack.com/track/a9098408797a32953103880e;Se adjuntaron archivos a la gui­a;;22/7/2024 09:16;N
M1974255514;https://tracking.goboxful.com?shipment;BFTS-3465-2024071911069;20822;19/7/2024 22:56;3;BFTS-3465-2024071911069;https://c807xpresssv.dispatchtrack.com/track/605993e23ce0ad5125e1f1ca;Llego a su destino;CCE;22/7/2024 09:19;#¡REF!
M1974334950;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011070;20823;20/7/2024 00:46;3;BFTS-3465-2024072011070;https://c807xpresssv.dispatchtrack.com/track/7a794da09227267eb503b3e7;Llego a su destino;SER;22/7/2024 08:47;N
M197449722;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211134;20824;22/7/2024 08:04;3;BFTS-3465-2024072211134;https://c807xpresssv.dispatchtrack.com/track/a206a97b1c1ad80eb8d401a3;Ingresado al sistema;;22/7/2024 08:04;N
M1974555054;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011084;20825;20/7/2024 10:49;3;BFTS-3465-2024072011084;https://c807xpresssv.dispatchtrack.com/track/02eda79d9aa737ebfae23ac0;Llego a su destino;CCE;23/7/2024 13:07;#¡REF!
M1974557826;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011080;20826;20/7/2024 10:11;3;BFTS-3465-2024072011080;https://c807xpresssv.dispatchtrack.com/track/036abd8343b52384df572478;Llego a su destino;CCE;23/7/2024 13:07;N
M1974627113;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011099;20827;20/7/2024 21:26;3;BFTS-3465-2024072011099;https://c807xpresssv.dispatchtrack.com/track/dba875b550fbe5313ac57be2;Llego a su destino;SER;23/7/2024 11:59;N
M1974651160;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211138;20828;22/7/2024 08:49;3;BFTS-3465-2024072211138;https://c807xpresssv.dispatchtrack.com/track/8c08830b26b595f2a6f672b9;Llego a su destino;SER;23/7/2024 11:59;N
M1974656270;https://tracking.goboxful.com?shipment;BFTS-3465-2024072111111;20829;21/7/2024 08:23;3;BFTS-3465-2024072111111;https://c807xpresssv.dispatchtrack.com/track/b8f64749466a4fb6418d68f1;Llego a su destino;SER;23/7/2024 11:59;N
M1974760815;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011089;20830;20/7/2024 12:47;3;BFTS-3465-2024072011089;https://c807xpresssv.dispatchtrack.com/track/5efc3a16ecd8bd722c4414d3;Llego a su destino;CCE;23/7/2024 16:55;N
M1974760815;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011090;20830;20/7/2024 12:56;3;BFTS-3465-2024072011090;https://c807xpresssv.dispatchtrack.com/track/32d686f925512fbca96c2fb4;Ingresado al sistema;;20/7/2024 12:56;Y
M1974811163;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011093;20831;20/7/2024 15:48;4;BFTS-3465-2024072011093;https://c807xpresssv.dispatchtrack.com/track/ea5445f49e0f621708658858;Ingresado al sistema;;20/7/2024 15:48;N
M1974831539;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011092;20832;20/7/2024 15:45;3;BFTS-3465-2024072011092;https://c807xpresssv.dispatchtrack.com/track/7e8c5cc42a6cfe0999833aed;Llego a su destino;CCE;29/7/2024 08:46;N
M1974831539;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411313;20832;24/7/2024 10:36;3;BFTS-3465-2024072411313;https://c807xpresssv.dispatchtrack.com/track/144ed04db488d8ffbd443a19;Ingresado al sistema;;24/7/2024 10:36;Y
M1974944716;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011094;20834;20/7/2024 18:04;3;BFTS-3465-2024072011094;https://c807xpresssv.dispatchtrack.com/track/31834fa600f0326bdad7a12b;Llego a su destino;CCE;23/7/2024 14:47;N
M1975157064;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011098;20837;20/7/2024 21:24;4;BFTS-3465-2024072011098;https://c807xpresssv.dispatchtrack.com/track/7f714b9ee8d5fef83f886a84;Problemas en la gestion;Cliente rechaza envio;23/7/2024 10:46;N
M1975261915;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011096;20838;20/7/2024 20:59;4;BFTS-3465-2024072011096;https://c807xpresssv.dispatchtrack.com/track/5dc59382eaf747d1c94efe42;Problemas en la gestion;Cliente rechaza envio;23/7/2024 10:46;N
M1975449430;https://tracking.goboxful.com?shipment;BFTS-3465-2024072011097;20847;20/7/2024 21:10;3;BFTS-3465-2024072011097;https://c807xpresssv.dispatchtrack.com/track/8c61962006ee4f70d5ea2a4e;Llego a su destino;CCE;23/7/2024 12:56;N
M1975556193;https://tracking.goboxful.com?shipment;BFTS-3465-2024072111114;20848;21/7/2024 11:41;3;BFTS-3465-2024072111114;https://c807xpresssv.dispatchtrack.com/track/2e2bf0f586bccd9844b7896d;Llego a su destino;CCE;23/7/2024 13:25;N
M1975660477;https://tracking.goboxful.com?shipment;BFTS-3465-2024072111110;20849;21/7/2024 08:17;3;BFTS-3465-2024072111110;https://c807xpresssv.dispatchtrack.com/track/0ac529e14ede34cde67d283a;Llego a su destino;SER;23/7/2024 15:21;N
M1975858869;https://tracking.goboxful.com?shipment;BFTS-3465-2024072111116;20851;21/7/2024 12:56;3;BFTS-3465-2024072111116;https://c807xpresssv.dispatchtrack.com/track/3fbffc82e3d0d45f598f95f1;Llego a su destino;CCE;23/7/2024 12:00;N
M1975965866;https://tracking.goboxful.com?shipment;BFTS-3465-2024072111115;20852;21/7/2024 12:19;3;BFTS-3465-2024072111115;https://c807xpresssv.dispatchtrack.com/track/0a2fe7975733707a7f4fddff;Llego a su destino;CCE;23/7/2024 12:04;N
M1976055304;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411317;20853;24/7/2024 11:01;3;BFTS-3465-2024072411317;https://c807xpresssv.dispatchtrack.com/track/ab676d53341b0c477b42eb8c;Llego a su destino;CCE;25/7/2024 13:00;N
M1976116634;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211200;20854;22/7/2024 15:06;3;BFTS-3465-2024072211200;https://c807xpresssv.dispatchtrack.com/track/412ff5526d1cc19189f59b5d;Llego a su destino;SER;24/7/2024 12:06;N
M1976264061;https://tracking.goboxful.com?shipment;BFTS-3465-2024072111117;20855;21/7/2024 16:21;3;BFTS-3465-2024072111117;https://c807xpresssv.dispatchtrack.com/track/7ba171a7842d558ee093ec8e;Llego a su destino;SER;23/7/2024 11:55;N
M1976312326;https://tracking.goboxful.com?shipment;BFTS-3465-2024072111118;20856;21/7/2024 17:39;3;BFTS-3465-2024072111118;https://c807xpresssv.dispatchtrack.com/track/e032504be0cfa211a8fdc44e;Llego a su destino;CCE;23/7/2024 13:47;N
M1976443494;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311282;20857;23/7/2024 16:08;4;BFTS-3465-2024072311282;https://c807xpresssv.dispatchtrack.com/track/8bd6192b07a4deaf84f614f0;Ingresado al sistema;;23/7/2024 16:08;N
M1976564451;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211197;20858;22/7/2024 14:43;3;BFTS-3465-2024072211197;https://c807xpresssv.dispatchtrack.com/track/556c38de936ecc7aaffc30bb;Llego a su destino;SER;24/7/2024 17:07;N
M1976560815;https://tracking.goboxful.com?shipment;BFTS-3465-2024072111123;20859;21/7/2024 20:38;3;BFTS-3465-2024072111123;https://c807xpresssv.dispatchtrack.com/track/f67cfad8945fc60814a1071d;Llego a su destino;SER;23/7/2024 12:54;N
M1976658895;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211137;20860;22/7/2024 08:35;3;BFTS-3465-2024072211137;https://c807xpresssv.dispatchtrack.com/track/5e1a8c7eaa0857a7d9639b25;Llego a su destino;CCE;24/7/2024 11:17;N
M1976658705;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311277;20861;23/7/2024 15:39;3;BFTS-3465-2024072311277;https://c807xpresssv.dispatchtrack.com/track/7b83d996882a84a9ad79499a;Llego a su destino;CCE;25/7/2024 12:29;N
M1976755304;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411316;20862;24/7/2024 11:01;3;BFTS-3465-2024072411316;https://c807xpresssv.dispatchtrack.com/track/147bc49de9335e461dac6c56;Llego a su destino;CCE;25/7/2024 07:49;N
M1976864451;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211196;20863;22/7/2024 14:42;3;BFTS-3465-2024072211196;https://c807xpresssv.dispatchtrack.com/track/e562f8ed022a05fe3eab236d;Llego a su destino;CCE;25/7/2024 14:45;N
M1976928216;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211220;20864;22/7/2024 19:56;4;BFTS-3465-2024072211220;https://c807xpresssv.dispatchtrack.com/track/49058c7095ce8e57e4919860;Ingresado al sistema;;22/7/2024 19:56;N
M1976928216;https://tracking.goboxful.com?shipment;BFTS-3465-2024073011766;20864;30/7/2024 15:41;4;BFTS-3465-2024073011766;https://c807xpresssv.dispatchtrack.com/track/09f42a1fddd3f9005f4eea1f;Ingresado al sistema;;30/7/2024 15:41;Y
M1977056021;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211198;20865;22/7/2024 14:48;3;BFTS-3465-2024072211198;https://c807xpresssv.dispatchtrack.com/track/b125c5846c4676fafe47f0f7;Ingresado al sistema;;22/7/2024 14:48;N
M1977056021;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411305;20865;24/7/2024 09:55;3;BFTS-3465-2024072411305;https://c807xpresssv.dispatchtrack.com/track/7a43c49a5da0aa66784d89a4;Llego a su destino;SER;25/7/2024 12:09;Y
M1977189;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211207;20866;22/7/2024 16:20;3;BFTS-3465-2024072211207;https://c807xpresssv.dispatchtrack.com/track/20722000078dd0e69cb37ed7;Llego a su destino;CCE;23/7/2024 12:50;N
M1977259000;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211156;20867;22/7/2024 12:08;3;BFTS-3465-2024072211156;https://c807xpresssv.dispatchtrack.com/track/d29460864757559e184312f0;Llego a su destino;SER;24/7/2024 10:12;N
M1977364396;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211163;20868;22/7/2024 13:23;3;BFTS-3465-2024072211163;https://c807xpresssv.dispatchtrack.com/track/15c03d48d30c8fde0f234670;Llego a su destino;CCE;25/7/2024 08:19;N
M1977450603;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211189;20869;22/7/2024 14:03;3;BFTS-3465-2024072211189;https://c807xpresssv.dispatchtrack.com/track/3edac3ec38e6761865cae985;Llego a su destino;CCE;24/7/2024 09:43;N
M1977559000;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211211;20870;22/7/2024 17:07;3;BFTS-3465-2024072211211;https://c807xpresssv.dispatchtrack.com/track/8cecbf4aed16a85fb08046c7;Llego a su destino;CCE;24/7/2024 09:53;N
M1977657470;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211218;20871;22/7/2024 18:45;4;BFTS-3465-2024072211218;https://c807xpresssv.dispatchtrack.com/track/b136949f6589322ae6db714f;Problemas en la gestion;INGRESO AGENCIA SANTA TECLA;27/7/2024 13:08;N
M1977763597;https://tracking.goboxful.com?shipment;BFTS-3465-2024072211221;20872;22/7/2024 20:58;3;BFTS-3465-2024072211221;https://c807xpresssv.dispatchtrack.com/track/05727d158a7bbb8ceeccdcfa;Llego a su destino;CCE;24/7/2024 17:21;N
M1977865473;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311232;20873;23/7/2024 09:17;3;BFTS-3465-2024072311232;https://c807xpresssv.dispatchtrack.com/track/87054773a9045409e0a7b78f;Llego a su destino;CCE;25/7/2024 09:43;N
M197798093;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411381;20874;24/7/2024 20:26;3;BFTS-3465-2024072411381;https://c807xpresssv.dispatchtrack.com/track/43a14dbe0cbda2153e2c1d64;Ingresado al sistema;;24/7/2024 20:26;N
M197798093;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411382;20874;24/7/2024 20:27;3;BFTS-3465-2024072411382;https://c807xpresssv.dispatchtrack.com/track/bd726d6db78d221bd1505f24;Llego a su destino;CCE;26/7/2024 12:22;Y
M1977913010;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311234;20875;23/7/2024 09:35;3;BFTS-3465-2024072311234;https://c807xpresssv.dispatchtrack.com/track/d38809be9f8b4b2b7b98b4b4;Llego a su destino;CCE;25/7/2024 11:14;N
M1977957844;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311288;20876;23/7/2024 17:26;3;BFTS-3465-2024072311288;https://c807xpresssv.dispatchtrack.com/track/83efa1262aa3f027b1d9cc25;Llego a su destino;CCE;25/7/2024 11:13;N
M1978050603;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311238;20877;23/7/2024 10:51;3;BFTS-3465-2024072311238;https://c807xpresssv.dispatchtrack.com/track/7a3d592f39e87e16c4487909;Llego a su destino;CCE;24/7/2024 11:04;N
M1978189;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311264;20878;23/7/2024 14:31;3;BFTS-3465-2024072311264;https://c807xpresssv.dispatchtrack.com/track/c263663050107c3f953dccb4;Llego a su destino;CCE;24/7/2024 11:51;N
M1978256368;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311265;20879;23/7/2024 14:37;3;BFTS-3465-2024072311265;https://c807xpresssv.dispatchtrack.com/track/8197bc93f912ab08e1b6a003;Ingresado al sistema;;23/7/2024 14:37;N
M1978256368;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311271;20879;23/7/2024 15:11;3;BFTS-3465-2024072311271;https://c807xpresssv.dispatchtrack.com/track/5d6816288e04490703be73c1;Ingresado al sistema;;23/7/2024 15:11;Y
M1978256368;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311271;20879;23/7/2024 15:13;3;BFTS-3465-2024072311271;https://c807xpresssv.dispatchtrack.com/track/5d6816288e04490703be73c1;Ingresado al sistema;;23/7/2024 15:11;Y
M1978256368;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311274;20879;23/7/2024 15:19;3;BFTS-3465-2024072311274;https://c807xpresssv.dispatchtrack.com/track/e495508b61ae3558033da37b;Llego a su destino;CCE;25/7/2024 11:08;Y
M1978256368;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311274;20879;23/7/2024 15:20;3;BFTS-3465-2024072311274;https://c807xpresssv.dispatchtrack.com/track/e495508b61ae3558033da37b;Llego a su destino;CCE;25/7/2024 11:08;Y
M1978247530;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311267;20880;23/7/2024 14:38;3;BFTS-3465-2024072311267;https://c807xpresssv.dispatchtrack.com/track/3460e4df1effdbf8c376d397;Ingresado al sistema;;23/7/2024 14:38;N
M1978247530;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311272;20880;23/7/2024 15:12;3;BFTS-3465-2024072311272;https://c807xpresssv.dispatchtrack.com/track/cda97a517c2f42560b84a4ec;Llego a su destino;CCE;25/7/2024 11:08;Y
M1978247530;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311272;20880;23/7/2024 15:13;3;BFTS-3465-2024072311272;https://c807xpresssv.dispatchtrack.com/track/cda97a517c2f42560b84a4ec;Llego a su destino;CCE;25/7/2024 11:08;Y
M1978247530;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311275;20880;23/7/2024 15:21;3;BFTS-3465-2024072311275;https://c807xpresssv.dispatchtrack.com/track/87249e0b0ede5a48a12cee1b;Ingresado al sistema;;23/7/2024 15:21;Y
M1978247530;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311275;20880;23/7/2024 15:21;3;BFTS-3465-2024072311275;https://c807xpresssv.dispatchtrack.com/track/87249e0b0ede5a48a12cee1b;Ingresado al sistema;;23/7/2024 15:21;Y
M1978216246;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311289;20881;23/7/2024 17:33;3;BFTS-3465-2024072311289;https://c807xpresssv.dispatchtrack.com/track/6ba082445cc8db02985efa9f;Llego a su destino;CCE;25/7/2024 07:31;N
M1978464634;https://tracking.goboxful.com?shipment;BFTS-3465-2024072611512;20883;26/7/2024 18:05;4;BFTS-3465-2024072611512;https://c807xpresssv.dispatchtrack.com/track/a93d60bb7ebf1c8eeb94e528;Ingresado al sistema;;26/7/2024 18:05;N
M1978464634;https://tracking.goboxful.com?shipment;BFTS-3465-2024072811599;20883;28/7/2024 23:15;4;BFTS-3465-2024072811599;https://c807xpresssv.dispatchtrack.com/track/bd07142322d7c8171c123396;Ingresado al sistema;;28/7/2024 23:15;Y
M1978616246;https://tracking.goboxful.com?shipment;BFTS-3465-2024072311294;20888;23/7/2024 23:09;3;BFTS-3465-2024072311294;https://c807xpresssv.dispatchtrack.com/track/c8fe9fd7c83c1b7e2c3efce6;Llego a su destino;SER;25/7/2024 12:15;N
M1978861124;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411295;20890;24/7/2024 06:19;3;BFTS-3465-2024072411295;https://c807xpresssv.dispatchtrack.com/track/c82ff040e3d1890b2d15a2f0;Llego a su destino;SER;26/7/2024 12:07;N
M1978913010;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411296;20893;24/7/2024 06:24;3;BFTS-3465-2024072411296;https://c807xpresssv.dispatchtrack.com/track/8eb15f05d97ab2d08a86cc85;Llego a su destino;SER;25/7/2024 11:29;N
M1979061445;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411306;20894;24/7/2024 09:56;3;BFTS-3465-2024072411306;https://c807xpresssv.dispatchtrack.com/track/d4963b6e3d2fabceabec18d4;Llego a su destino;CCE;25/7/2024 13:49;N
M1979156270;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411332;20895;24/7/2024 12:50;3;BFTS-3465-2024072411332;https://c807xpresssv.dispatchtrack.com/track/a484e7eed95b9f1df3fd030d;Llego a su destino;CCE;26/7/2024 11:29;N
M1979154950;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411298;20896;24/7/2024 07:48;3;BFTS-3465-2024072411298;https://c807xpresssv.dispatchtrack.com/track/b1cf2d3dcf6675292cec2484;Llego a su destino;CCE;25/7/2024 13:22;N
M1979164916;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411361;20897;24/7/2024 16:04;3;BFTS-3465-2024072411361;https://c807xpresssv.dispatchtrack.com/track/c39bee01ae7ebd7e2ab49f92;Llego a su destino;CCE;26/7/2024 11:29;N
M1979322275;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411326;20899;24/7/2024 11:54;3;BFTS-3465-2024072411326;https://c807xpresssv.dispatchtrack.com/track/5e7900b7ab527344983da29f;Llego a su destino;SER;25/7/2024 12:29;N
M1979423468;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411304;20900;24/7/2024 09:54;3;BFTS-3465-2024072411304;https://c807xpresssv.dispatchtrack.com/track/049803dc45320bbb8e969afe;Llego a su destino;SER;25/7/2024 12:27;N
M1979453429;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411301;20901;24/7/2024 09:37;3;BFTS-3465-2024072411301;https://c807xpresssv.dispatchtrack.com/track/a02722d996185a51f5a09c71;Llego a su destino;SER;26/7/2024 14:20;N
M1979566189;https://tracking.goboxful.com?shipment;BFTS-3465-2024072411335;20902;24/7/2024 13:19;4;BFTS-3465-2024072411335;https://c807xpresssv.dispatchtrack.com/track/1db5f5b11d3ca0371f0445dd;Problemas en la gestion;Cliente rechaza envio;29/7/2024 13:19;N
