Original_URL,Redirection_URL
BFTS-3465-2024092214694,https://c807xpresssv.dispatchtrack.com/track/480147f8c5029a67a2a07b2b
BFTS-3465-2024092214695,https://c807xpresssv.dispatchtrack.com/track/6867c8930bc6db55e02686fd
BFTS-3465-2024092214696,https://c807xpresssv.dispatchtrack.com/track/20fe45b91fadddee274cce2c
BFTS-3465-2024092214697,https://c807xpresssv.dispatchtrack.com/track/078b25f44e6cb722ec79c06d
BFTS-3465-2024092314699,https://c807xpresssv.dispatchtrack.com/track/cd115e772abf5a310a24117a
BFTS-3465-2024092314703,https://c807xpresssv.dispatchtrack.com/track/6a69ad805f5955394e42222d
BFTS-3465-2024092314716,https://c807xpresssv.dispatchtrack.com/track/338fa24abb7beabb2e76066f
BFTS-3465-2024092314720,https://c807xpresssv.dispatchtrack.com/track/df78f5bb5e3e764d1a242ccc
BFTS-3465-2024092314724,https://c807xpresssv.dispatchtrack.com/track/db5043a5bf4617caaec81996
BFTS-3465-2024092314738,https://c807xpresssv.dispatchtrack.com/track/da34724b053f801802b2c33d
BFTS-3465-2024092314742,https://c807xpresssv.dispatchtrack.com/track/d47c9efc40e550037920b697
BFTS-3465-2024092314744,https://c807xpresssv.dispatchtrack.com/track/42da1d2f8689b3632c5b1be0
BFTS-3465-2024092314746,https://c807xpresssv.dispatchtrack.com/track/3c881574352452cb74320c16
BFTS-3465-2024092314749,https://c807xpresssv.dispatchtrack.com/track/2d4016c32a82295a336c0977
BFTS-3465-2024092314750,https://c807xpresssv.dispatchtrack.com/track/13999102a2c4953143a1bd68
BFTS-3465-2024092314754,https://c807xpresssv.dispatchtrack.com/track/fe8c50f071a26dbf835e7487
BFTS-3465-2024092314757,https://c807xpresssv.dispatchtrack.com/track/7855ffd74d3f79484a48de85
BFTS-3465-2024092314758,https://c807xpresssv.dispatchtrack.com/track/74f8dff2ab224beef3e4b48c
BFTS-3465-2024092314760,https://c807xpresssv.dispatchtrack.com/track/ab18bb73b7012bfe47ccddc2
BFTS-3465-2024092314761,https://c807xpresssv.dispatchtrack.com/track/7a5c04948948704a43a4222b
BFTS-3465-2024092314771,https://c807xpresssv.dispatchtrack.com/track/b2f199f853161969ae6cec74
BFTS-3465-2024092414772,https://c807xpresssv.dispatchtrack.com/track/380aa989aff0ad42dd979d0a
BFTS-3465-2024092414773,https://c807xpresssv.dispatchtrack.com/track/31a43109456caedd4990f87f
BFTS-3465-2024092414778,https://c807xpresssv.dispatchtrack.com/track/5eed7e090b76c20fef93b48e
BFTS-3465-2024092414779,https://c807xpresssv.dispatchtrack.com/track/e9ff97f9162c2fcad8d6c84f
BFTS-3465-2024092414804,https://c807xpresssv.dispatchtrack.com/track/414cdb5efc1bc08b066ef426
BFTS-3465-2024092414809,https://c807xpresssv.dispatchtrack.com/track/6d079732762efe3c1f2746e1
BFTS-3465-2024092414815,https://c807xpresssv.dispatchtrack.com/track/be3c6b68d4a2f391c715c948
BFTS-3465-2024092414816,https://c807xpresssv.dispatchtrack.com/track/a1882bbedd35f6b3de7d6f83
BFTS-3465-2024092414817,https://c807xpresssv.dispatchtrack.com/track/d30d10cdfd0f82adc0425860
BFTS-3465-2024092414825,https://c807xpresssv.dispatchtrack.com/track/1bf222cbfd2dd4d18f44cb16
BFTS-3465-2024092514827,https://c807xpresssv.dispatchtrack.com/track/843c0e4a543c99e46f927dab
BFTS-3465-2024092514828,https://c807xpresssv.dispatchtrack.com/track/e62624aceeb4e4e27449aa78
BFTS-3465-2024092514831,https://c807xpresssv.dispatchtrack.com/track/e60f74ef605fec268b98cca9
BFTS-3465-2024092514832,https://c807xpresssv.dispatchtrack.com/track/a3d56390d20af32b48c7c5bd
BFTS-3465-2024092514833,https://c807xpresssv.dispatchtrack.com/track/e0788f41f055ff4aa90eece9
BFTS-3465-2024092514834,https://c807xpresssv.dispatchtrack.com/track/089c49ca7aa7574c4f84ab91
BFTS-3465-2024092514837,https://c807xpresssv.dispatchtrack.com/track/b5874f5c346dbbb157af1aca
BFTS-3465-2024092514863,https://c807xpresssv.dispatchtrack.com/track/a9fe1840417a92043c627588
BFTS-3465-2024092514868,https://c807xpresssv.dispatchtrack.com/track/f4bd5b76baaafd7ec5dba4df
BFTS-3465-2024092514869,https://c807xpresssv.dispatchtrack.com/track/ff6acf366984c21cde08deac
BFTS-3465-2024092514870,https://c807xpresssv.dispatchtrack.com/track/0259da8842dd8870bb41cbca
BFTS-3465-2024092514872,https://c807xpresssv.dispatchtrack.com/track/195ec184626566bdcbb6a381
BFTS-3465-2024092514873,https://c807xpresssv.dispatchtrack.com/track/4697d65409dba7bdd5a5377c
BFTS-3465-2024092514876,https://c807xpresssv.dispatchtrack.com/track/c27ee040d6936bdeeb45c3e6
BFTS-3465-2024092614889,https://c807xpresssv.dispatchtrack.com/track/2d9940d5a01f6ab762116971
BFTS-3465-2024092614916,https://c807xpresssv.dispatchtrack.com/track/927e19c827666a5b2bc23534
BFTS-3465-2024092614918,https://c807xpresssv.dispatchtrack.com/track/ef3cad7ff1803becbe313f35
BFTS-3465-2024092614922,https://c807xpresssv.dispatchtrack.com/track/87fc543826b35168d9e62c35
BFTS-3465-2024092614923,https://c807xpresssv.dispatchtrack.com/track/a498532f64d065e8c60d9129
BFTS-3465-2024092614924,https://c807xpresssv.dispatchtrack.com/track/b0feecd02a92fecbfde92353
BFTS-3465-2024092614926,https://c807xpresssv.dispatchtrack.com/track/a7e868cc192848263d7dab07
BFTS-3465-2024092614931,https://c807xpresssv.dispatchtrack.com/track/5919fc0f52830fa24813ff67
BFTS-3465-2024092614932,https://c807xpresssv.dispatchtrack.com/track/1c86d85f46b114ca0d9ee9c2
BFTS-3465-2024092614936,https://c807xpresssv.dispatchtrack.com/track/928a2d532055ebbac3e5851e
BFTS-3465-2024092614937,https://c807xpresssv.dispatchtrack.com/track/9957c8a4277eabc3ae41b0a8
BFTS-3465-2024092614938,https://c807xpresssv.dispatchtrack.com/track/6bab11b66d0016c3655a78fb
BFTS-3465-2024092614939,https://c807xpresssv.dispatchtrack.com/track/6f0dfe132267de52e6c50899
BFTS-3465-2024092714940,https://c807xpresssv.dispatchtrack.com/track/81ab7c6fc71867915531251d
BFTS-3465-2024092714944,https://c807xpresssv.dispatchtrack.com/track/494c8c818d5387d275a2b258
BFTS-3465-2024092714946,https://c807xpresssv.dispatchtrack.com/track/fc7b2f33094adff395a7a914
BFTS-3465-2024092714954,https://c807xpresssv.dispatchtrack.com/track/ccf7a8b9fc9f100f4c0a3741
BFTS-3465-2024092714969,https://c807xpresssv.dispatchtrack.com/track/f6480fa089e64baeeea66aeb
BFTS-3465-2024092714981,https://c807xpresssv.dispatchtrack.com/track/3d1ef9fe795f6ae8b325a213
BFTS-3465-2024092714982,https://c807xpresssv.dispatchtrack.com/track/677921697993aeeb5826b45a
BFTS-3465-2024092714987,https://c807xpresssv.dispatchtrack.com/track/6056114481239134249450ea
BFTS-3465-2024092714988,https://c807xpresssv.dispatchtrack.com/track/c73268efb7e713e843753af1
BFTS-3465-2024092814991,https://c807xpresssv.dispatchtrack.com/track/adba98f94b0d461c7b5d4b63
BFTS-3465-2024092815002,https://c807xpresssv.dispatchtrack.com/track/0874df4985988f7f1e837442
BFTS-3465-2024092815014,https://c807xpresssv.dispatchtrack.com/track/592d659985875df3aa6e6fb5
BFTS-3465-2024092815015,https://c807xpresssv.dispatchtrack.com/track/4213131f76a4ca5fa8e886fa
BFTS-3465-2024092815016,https://c807xpresssv.dispatchtrack.com/track/601a75d85cfe3e9a7db32f8b
BFTS-3465-2024092915018,https://c807xpresssv.dispatchtrack.com/track/3598980937a520668ffc8b15
BFTS-3465-2024092915020,https://c807xpresssv.dispatchtrack.com/track/dc61beec5088d15bbb8846ec
BFTS-3465-2024092915028,https://c807xpresssv.dispatchtrack.com/track/8d49c431a0221f3a83796b35
BFTS-3465-2024092915029,https://c807xpresssv.dispatchtrack.com/track/395592e256e3ff3049fa2668
BFTS-3465-2024092915032,https://c807xpresssv.dispatchtrack.com/track/818e178466b296ea55b1c8dc
BFTS-3465-2024092915033,https://c807xpresssv.dispatchtrack.com/track/ce94f9990ab9eb66f17501e1
BFTS-3465-2024092915034,https://c807xpresssv.dispatchtrack.com/track/6e8cbc7a7c613acfa0963581
BFTS-3465-2024092915035,https://c807xpresssv.dispatchtrack.com/track/b78adf94c9b9c5974973fcf0
BFTS-3465-2024092915036,https://c807xpresssv.dispatchtrack.com/track/43dbb5fa312cee750885a383
BFTS-3465-2024092915037,https://c807xpresssv.dispatchtrack.com/track/dec257ae39eddff0498b4a89
BFTS-3465-2024092915038,https://c807xpresssv.dispatchtrack.com/track/31fc1617834313e5ab3412c3
BFTS-3465-2024093015043,https://c807xpresssv.dispatchtrack.com/track/34a86350181d3e392f562370
BFTS-3465-2024093015048,https://c807xpresssv.dispatchtrack.com/track/74b898ee9358b36fdf798e7b
BFTS-3465-2024093015049,https://c807xpresssv.dispatchtrack.com/track/4b8032fc2a36450305c17f83
BFTS-3465-2024093015091,https://c807xpresssv.dispatchtrack.com/track/1c950cfa24a17c1fce5ba682
