https://c807xpresssv.dispatchtrack.com/track/b182986ea7e582a8954fa093,Llegó a su destino,SER,2024-09-03 11:25:00
https://c807xpresssv.dispatchtrack.com/track/ba988792c3f586763d29fb9f,Llegó a su destino,CCE,2024-09-17 11:47:00
https://c807xpresssv.dispatchtrack.com/track/6824da27804c3e84dd173431,Ingresado al sistema,,2024-09-01 17:12:00
https://c807xpresssv.dispatchtrack.com/track/30d0cf492dc3dc93e02936b1,Llegó a su destino,SER,2024-09-05 11:33:00
https://c807xpresssv.dispatchtrack.com/track/0b6c2a8940bbf909134a6d52,Ingresado al sistema,,2024-09-02 07:26:00
https://c807xpresssv.dispatchtrack.com/track/7ea5220a9a44966c6cc9bc55,Llegó a su destino,CCE,2024-09-03 11:00:00
https://c807xpresssv.dispatchtrack.com/track/424c9d1754231b02d5ddf10f,Llegó a su destino,SER,2024-09-03 07:32:00
https://c807xpresssv.dispatchtrack.com/track/1744d150537a31724d2f098b,Llegó a su destino,CCE,2024-09-06 10:28:00
https://c807xpresssv.dispatchtrack.com/track/648736b9a048bae5931dab09,Llegó a su destino,SER,2024-09-03 14:24:00
https://c807xpresssv.dispatchtrack.com/track/6e745afe79883770cc9f46a4,Llegó a su destino,SER,2024-09-03 09:53:00
https://c807xpresssv.dispatchtrack.com/track/83a0c001db6ed7227731f038,Llegó a su destino,SER,2024-09-06 12:08:00
https://c807xpresssv.dispatchtrack.com/track/237c2ef11f3b49d1047d147e,Llegó a su destino,SER,2024-09-04 14:07:00
https://c807xpresssv.dispatchtrack.com/track/642b8a6b0baf43e196c593f6,Llegó a su destino,CCE,2024-09-04 09:56:00
https://c807xpresssv.dispatchtrack.com/track/d09371a8bc5ad18353f89beb,Llegó a su destino,CCE,2024-09-04 08:35:00
https://c807xpresssv.dispatchtrack.com/track/c00c9dfd152f1eec05e1c23e,Llegó a su destino,CCE,2024-09-04 08:36:00
https://c807xpresssv.dispatchtrack.com/track/c7b2fadb7ae3b5b3438295ef,Llegó a su destino,CCE,2024-09-04 14:24:00
https://c807xpresssv.dispatchtrack.com/track/7f2774f3e3509c5f7728a45a,Ingresado al sistema,,2024-09-03 08:43:00
https://c807xpresssv.dispatchtrack.com/track/3cb4cb547191455c6021c0df,Ingresado al sistema,,2024-09-03 11:50:00
https://c807xpresssv.dispatchtrack.com/track/e9178a8e9e7639e4849efd31,Ingresado al sistema,,2024-09-03 11:56:00
https://c807xpresssv.dispatchtrack.com/track/842c7a23bce986e5c99dcd8b,Llegó a su destino,SER,2024-09-06 10:58:00
https://c807xpresssv.dispatchtrack.com/track/33b68c5a8352489cbefe2299,Llegó a su destino,CCE,2024-09-05 09:54:00
https://c807xpresssv.dispatchtrack.com/track/2296aa88e5f5b0be90ef3806,Llegó a su destino,CCE,2024-09-05 09:25:00
https://c807xpresssv.dispatchtrack.com/track/22fb68f701fb269441ed02c8,Llegó a su destino,SER,2024-09-10 13:23:00
https://c807xpresssv.dispatchtrack.com/track/5240274ee40c246cf86e93f4,Llegó a su destino,SER,2024-09-09 14:50:00
https://c807xpresssv.dispatchtrack.com/track/da7bd34a02a405302c4ca265,Ingresado al sistema,,2024-09-04 22:00:00
https://c807xpresssv.dispatchtrack.com/track/c984a5969211bb9fafab5e60,Ingresado al sistema,,2024-09-05 11:32:00
https://c807xpresssv.dispatchtrack.com/track/80c36a3b2abd28ab3eb51fd3,Ingresado al sistema,,2024-09-05 11:33:00
https://c807xpresssv.dispatchtrack.com/track/a3c781fae03a74e8245ae6c1,Ingresado al sistema,,2024-09-05 11:33:00
https://c807xpresssv.dispatchtrack.com/track/1032791bd992302dd3bc8aea,Ingresado al sistema,,2024-09-05 15:21:00
https://c807xpresssv.dispatchtrack.com/track/efe27bb7ba0f3d605acb81a4,Llegó a su destino,SER,2024-09-06 10:38:00
https://c807xpresssv.dispatchtrack.com/track/88c235616f62cf0dfa6737ff,Llegó a su destino,CCE,2024-09-09 09:14:00
https://c807xpresssv.dispatchtrack.com/track/be4c4e87504220bb009a43c7,Llegó a su destino,SER,2024-09-10 15:49:00
https://c807xpresssv.dispatchtrack.com/track/76dedcd3c54480ba1a12003f,Llegó a su destino,CCE,2024-09-11 09:55:00
