sku,trackOrder,type_id,created_at,order_state_id
M2023256772,https://tracking.goboxful.com?shipment=BFTS-3465-2024090713926,21459,"2024-09-07 16:55:02",3
M2022963223,https://tracking.goboxful.com?shipment=BFTS-3465-2024090713927,21456,"2024-09-07 17:25:13",3
M2023369639,https://tracking.goboxful.com?shipment=BFTS-3465-2024090713928,21460,"2024-09-07 18:57:38",3
M2023568186,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813931,21466,"2024-09-08 00:59:44",3
M2023654033,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813932,21467,"2024-09-08 04:47:13",3
M2022669185,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813943,21453,"2024-09-08 10:29:58",3
M2023466659,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813944,21461,"2024-09-08 10:48:57",3
M2023531208,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813945,21464,"2024-09-08 10:53:57",4
M2023852652,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813946,21469,"2024-09-08 12:44:15",4
M2023444716,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813947,21462,"2024-09-08 12:46:17",3
M2022023051,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813948,21439,"2024-09-08 13:47:35",3
M2023957826,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813949,21471,"2024-09-08 14:28:21",3
M2023960314,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813950,21472,"2024-09-08 14:28:52",3
M2023970898,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813951,21470,"2024-09-08 15:13:37",3
M2022151362,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813952,21443,"2024-09-08 15:43:33",3
M2024051235,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813953,21473,"2024-09-08 16:00:20",3
M2024270770,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813954,21475,"2024-09-08 17:20:37",3
M2024269970,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813955,21476,"2024-09-08 17:23:49",3
M202438391,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813958,21478,"2024-09-08 20:25:08",3
M2024436983,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813959,21479,"2024-09-08 20:48:10",3
M2024556669,https://tracking.goboxful.com?shipment=BFTS-3465-2024090813961,21480,"2024-09-08 22:35:17",3
M2024744716,https://tracking.goboxful.com?shipment=BFTS-3465-2024090913962,21486,"2024-09-09 06:18:48",3
M2021269203,https://tracking.goboxful.com?shipment=BFTS-3465-2024090913963,21430,"2024-09-09 08:19:37",3
M2021169203,https://tracking.goboxful.com?shipment=BFTS-3465-2024090913964,21429,"2024-09-09 08:38:41",3
M2021856669,https://tracking.goboxful.com?shipment=BFTS-3465-2024090913966,21436,"2024-09-09 08:50:11",3
M2021856669,https://tracking.goboxful.com?shipment=BFTS-3465-2024090913969,21436,"2024-09-09 09:08:54",3
M2021527668,https://tracking.goboxful.com?shipment=BFTS-3465-2024090913970,21433,"2024-09-09 09:13:59",3
M2024166636,https://tracking.goboxful.com?shipment=BFTS-3465-2024090913975,21474,"2024-09-09 09:56:14",3
M2024857826,https://tracking.goboxful.com?shipment=BFTS-3465-2024090913985,21487,"2024-09-09 10:53:49",3
M2025041354,https://tracking.goboxful.com?shipment=BFTS-3465-2024090913988,21489,"2024-09-09 11:16:22",3
M2025051362,https://tracking.goboxful.com?shipment=BFTS-3465-2024090913993,21492,"2024-09-09 11:39:35",3
M2025369226,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914010,21495,"2024-09-09 13:04:08",3
M2024966776,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914021,21488,"2024-09-09 14:04:39",3
M2025652895,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914022,21506,"2024-09-09 14:06:28",3
M202233794,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914023,21448,"2024-09-09 14:26:50",3
M2025758788,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914032,21508,"2024-09-09 15:41:28",3
M2025731277,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914033,21510,"2024-09-09 15:54:24",3
M2025864559,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914036,21511,"2024-09-09 16:25:07",3
M2025852895,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914037,21516,"2024-09-09 16:31:37",3
M2025852703,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914038,21512,"2024-09-09 16:47:11",3
M202588350,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914042,21513,"2024-09-09 17:23:34",3
M2025767347,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914044,21507,"2024-09-09 18:21:07",3
M2025966758,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914045,21517,"2024-09-09 18:37:23",3
M2026057826,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914046,21520,"2024-09-09 18:42:52",3
M2026157470,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914047,21523,"2024-09-09 19:37:44",3
M202503067,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914048,21490,"2024-09-09 20:29:46",3
M2026252895,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914050,21524,"2024-09-09 21:42:48",3
M2026357826,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914051,21525,"2024-09-09 21:48:05",3
M2026489,https://tracking.goboxful.com?shipment=BFTS-3465-2024090914071,21527,"2024-09-09 22:17:36",3
M2026066516,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014072,21522,"2024-09-10 00:28:27",4
M2026452635,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014073,21526,"2024-09-10 06:44:21",3
M2026764061,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014074,21530,"2024-09-10 07:02:02",3
M2026452635,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014078,21526,"2024-09-10 09:16:49",3
M2026854801,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014084,21531,"2024-09-10 10:48:37",3
M2026916196,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014097,21532,"2024-09-10 11:48:16",3
M202709770,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014109,21539,"2024-09-10 13:51:54",3
M2027070801,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014111,21540,"2024-09-10 14:12:29",3
M2027069185,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014113,21534,"2024-09-10 14:31:33",3
M2027069185,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014115,21534,"2024-09-10 14:54:13",3
M2011163737,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014118,21305,"2024-09-10 16:09:42",3
M2027051235,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014119,21533,"2024-09-10 16:25:08",3
M2025867884,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014120,21515,"2024-09-10 16:56:54",3
M2025855458,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014122,21514,"2024-09-10 17:07:02",3
M2026558997,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014124,21528,"2024-09-10 18:26:43",3
M2025936588,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014125,21518,"2024-09-10 18:59:37",3
M2027067662,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014126,21535,"2024-09-10 19:28:21",3
M2027058891,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014127,21536,"2024-09-10 20:51:24",3
M202729638,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014128,21542,"2024-09-10 21:07:47",3
M2027465278,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014134,21545,"2024-09-10 21:51:53",3
M2027369696,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014135,21544,"2024-09-10 21:56:12",4
M2027256126,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014136,21543,"2024-09-10 22:06:57",3
M202729638,https://tracking.goboxful.com?shipment=BFTS-3465-2024091014137,21542,"2024-09-10 22:28:20",3
M2024966776,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114145,21488,"2024-09-11 10:17:02",3
M2026252895,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114150,21524,"2024-09-11 10:52:48",3
M2027666479,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114170,21547,"2024-09-11 14:58:18",3
M2027861861,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114176,21550,"2024-09-11 17:32:57",3
M202769900,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114181,21548,"2024-09-11 19:42:02",3
M2027554801,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114182,21546,"2024-09-11 19:56:00",3
M2028051591,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114183,21552,"2024-09-11 20:00:54",3
M2028152895,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114184,21553,"2024-09-11 20:17:08",3
M2028254290,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114193,21554,"2024-09-11 20:54:32",3
M2027955429,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114194,21551,"2024-09-11 21:00:24",4
M2028336983,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114196,21555,"2024-09-11 21:34:26",3
M2028449521,https://tracking.goboxful.com?shipment=BFTS-3465-2024091114197,21556,"2024-09-11 21:42:53",3
M2028559000,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214198,21557,"2024-09-12 03:27:18",3
M2027762943,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214199,21549,"2024-09-12 08:06:55",3
M2028757826,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214203,21559,"2024-09-12 09:47:00",3
M2026764061,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214208,21530,"2024-09-12 11:08:58",3
M2028852895,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214217,21561,"2024-09-12 12:23:09",3
M2028957826,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214225,21563,"2024-09-12 14:57:30",3
M2028968027,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214227,21562,"2024-09-12 15:00:59",3
M2028969226,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214233,21564,"2024-09-12 15:32:02",3
M2029069185,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214235,21565,"2024-09-12 16:09:44",3
M2028611178,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214238,21558,"2024-09-12 16:54:31",4
M2027155831,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214240,21541,"2024-09-12 17:41:56",4
M2027039320,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214241,21537,"2024-09-12 17:57:30",3
M2029263597,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214245,21567,"2024-09-12 19:38:38",3
M202932779,https://tracking.goboxful.com?shipment=BFTS-3465-2024091214254,21568,"2024-09-12 22:00:32",3
M202883794,https://tracking.goboxful.com?shipment=BFTS-3465-2024091314306,21560,"2024-09-13 15:59:13",4
M2029567935,https://tracking.goboxful.com?shipment=BFTS-3465-2024091314309,21571,"2024-09-13 20:29:45",4
M2029669185,https://tracking.goboxful.com?shipment=BFTS-3465-2024091314319,21573,"2024-09-13 21:40:24",3
M202972779,https://tracking.goboxful.com?shipment=BFTS-3465-2024091314320,21574,"2024-09-13 21:46:32",3
M2029860314,https://tracking.goboxful.com?shipment=BFTS-3465-2024091314321,21575,"2024-09-13 21:51:34",3
M2029649737,https://tracking.goboxful.com?shipment=BFTS-3465-2024091414323,21572,"2024-09-14 08:38:55",3
M2030189,https://tracking.goboxful.com?shipment=BFTS-3465-2024091414335,21578,"2024-09-14 11:20:52",3
M2030461124,https://tracking.goboxful.com?shipment=BFTS-3465-2024091414336,21581,"2024-09-14 11:21:40",3
M2030461124,https://tracking.goboxful.com?shipment=BFTS-3465-2024091414337,21581,"2024-09-14 11:35:33",3
M2030461124,https://tracking.goboxful.com?shipment=BFTS-3465-2024091414338,21581,"2024-09-14 11:36:52",3
M2030189,https://tracking.goboxful.com?shipment=BFTS-3465-2024091414340,21578,"2024-09-14 11:44:28",3
M2030461124,https://tracking.goboxful.com?shipment=BFTS-3465-2024091414341,21581,"2024-09-14 11:49:04",3
M2029516246,https://tracking.goboxful.com?shipment=BFTS-3465-2024091414344,21570,"2024-09-14 17:37:32",3
M2030658468,https://tracking.goboxful.com?shipment=BFTS-3465-2024091514345,21586,"2024-09-15 02:14:46",4
M203058391,https://tracking.goboxful.com?shipment=BFTS-3465-2024091514346,21583,"2024-09-15 07:21:29",3
M2030769185,https://tracking.goboxful.com?shipment=BFTS-3465-2024091514352,21590,"2024-09-15 18:38:08",3
M2030860815,https://tracking.goboxful.com?shipment=BFTS-3465-2024091514353,21591,"2024-09-15 18:50:47",4
M2030969185,https://tracking.goboxful.com?shipment=BFTS-3465-2024091514354,21592,"2024-09-15 20:51:38",3
M2031046373,https://tracking.goboxful.com?shipment=BFTS-3465-2024091514356,21593,"2024-09-15 21:41:13",3
M2031131409,https://tracking.goboxful.com?shipment=BFTS-3465-2024091514357,21596,"2024-09-15 22:18:30",3
M2030670792,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614358,21588,"2024-09-16 06:45:02",3
M2031139872,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614360,21595,"2024-09-16 08:35:26",3
M2031457586,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614361,21601,"2024-09-16 08:41:47",3
M2031310327,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614363,21599,"2024-09-16 09:28:12",3
M2030654033,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614366,21589,"2024-09-16 10:17:29",3
M2031254033,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614368,21597,"2024-09-16 10:26:39",3
M2030569433,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614371,21584,"2024-09-16 11:24:10",3
M2031046373,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614374,21593,"2024-09-16 11:33:37",3
M2022339253,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614388,21450,"2024-09-16 13:57:07",3
M2031569259,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614389,21602,"2024-09-16 14:17:59",3
M203183794,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614393,21607,"2024-09-16 15:22:35",3
M2031761382,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614394,21604,"2024-09-16 15:35:06",3
M2030067209,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614396,21577,"2024-09-16 17:01:13",3
M2031768482,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614399,21605,"2024-09-16 19:49:17",3
M2032165341,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614400,21611,"2024-09-16 21:00:46",3
M2032261290,https://tracking.goboxful.com?shipment=BFTS-3465-2024091614411,21612,"2024-09-16 22:59:38",3
M2032054033,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714412,21610,"2024-09-17 05:48:40",3
M2032064945,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714414,21609,"2024-09-17 07:46:47",3
M2031857711,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714418,21606,"2024-09-17 08:43:00",4
M203242779,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714430,21614,"2024-09-17 09:41:35",3
M2032569185,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714447,21615,"2024-09-17 13:30:48",3
M2031153018,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714455,21594,"2024-09-17 15:51:45",3
M2032765153,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714459,21617,"2024-09-17 18:06:22",4
M2032728216,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714460,21618,"2024-09-17 18:12:22",3
M2032869890,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714462,21619,"2024-09-17 19:16:50",3
M2032656302,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714464,21616,"2024-09-17 20:35:23",3
M2032969185,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714465,21620,"2024-09-17 20:50:36",3
M2033257826,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714466,21626,"2024-09-17 20:54:31",3
M2033370898,https://tracking.goboxful.com?shipment=BFTS-3465-2024091714467,21627,"2024-09-17 21:07:30",3
M2033465459,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814475,21628,"2024-09-18 06:36:58",3
M2033267355,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814476,21625,"2024-09-18 08:00:15",3
M2032371477,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814479,21613,"2024-09-18 08:29:06",3
M2033618733,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814485,21630,"2024-09-18 09:09:43",4
M2031310327,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814487,21599,"2024-09-18 09:28:14",3
M2033735462,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814503,21631,"2024-09-18 12:41:59",3
M2033871559,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814508,21633,"2024-09-18 13:30:36",3
M2033764211,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814514,21632,"2024-09-18 14:58:36",3
M2034117788,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814524,21639,"2024-09-18 22:39:43",3
M2034170157,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814525,21642,"2024-09-18 23:18:02",3
M2034661915,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814526,21653,"2024-09-18 23:35:22",3
M2034563737,https://tracking.goboxful.com?shipment=BFTS-3465-2024091814527,21652,"2024-09-18 23:39:07",4
M2034135462,https://tracking.goboxful.com?shipment=BFTS-3465-2024091914528,21638,"2024-09-19 01:19:46",3
M2034467423,https://tracking.goboxful.com?shipment=BFTS-3465-2024091914529,21649,"2024-09-19 01:34:11",3
M2034455806,https://tracking.goboxful.com?shipment=BFTS-3465-2024091914530,21651,"2024-09-19 07:50:28",3
M2034167713,https://tracking.goboxful.com?shipment=BFTS-3465-2024091914571,21637,"2024-09-19 13:07:27",3
M2035052703,https://tracking.goboxful.com?shipment=BFTS-3465-2024091914574,21658,"2024-09-19 13:12:14",3
M2034460815,https://tracking.goboxful.com?shipment=BFTS-3465-2024091914585,21650,"2024-09-19 15:54:30",3
M2035170157,https://tracking.goboxful.com?shipment=BFTS-3465-2024091914594,21659,"2024-09-19 18:17:11",3
M2034171477,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014601,21640,"2024-09-20 08:18:07",3
M2033871559,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014602,21633,"2024-09-20 08:19:03",3
M2035631509,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014603,21665,"2024-09-20 09:53:55",3
M203528727,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014609,21660,"2024-09-20 10:53:43",3
M2034121630,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014611,21641,"2024-09-20 11:03:21",4
M2034121630,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014612,21641,"2024-09-20 11:05:03",4
M2035769563,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014617,21666,"2024-09-20 11:55:43",3
M2035869780,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014623,21669,"2024-09-20 12:45:59",3
M2036267209,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014634,21673,"2024-09-20 17:00:45",3
M2036353878,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014637,21674,"2024-09-20 18:42:18",3
M2036410943,https://tracking.goboxful.com?shipment=BFTS-3465-2024092014646,21675,"2024-09-20 23:36:36",4
M2036540350,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114647,21677,"2024-09-21 09:16:36",3
M2036647763,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114651,21679,"2024-09-21 10:07:47",3
M2035871940,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114655,21668,"2024-09-21 13:18:08",3
M2037062549,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114657,21687,"2024-09-21 14:16:41",4
M2037066522,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114658,21688,"2024-09-21 14:30:31",3
M203668391,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114660,21681,"2024-09-21 15:19:24",3
M2037144716,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114664,21690,"2024-09-21 16:38:32",3
M2037151160,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114665,21689,"2024-09-21 16:40:59",3
M2037070033,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114666,21686,"2024-09-21 16:59:22",3
M2037352652,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114667,21692,"2024-09-21 17:42:08",3
M2037352652,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114668,21692,"2024-09-21 17:42:58",3
M2037352652,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114669,21692,"2024-09-21 17:43:15",3
M2037471307,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114670,21693,"2024-09-21 18:02:05",3
M2037669405,https://tracking.goboxful.com?shipment=BFTS-3465-2024092114671,21695,"2024-09-21 21:18:49",4
