id,score,user_id_x,is_canceled,order_id,customer_related_cancellation,total_orden,paid_by_card,paid_by_cash_and_canceled,cancel_rate,user_id_y,cart_count,user_id,product_count,predicted_score
12027,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12028,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12029,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12030,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12031,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12032,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12033,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12034,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12035,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12036,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12037,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12038,5.0,12038.0,0.0,1.0,0.0,14.84,0.0,0.0,0.0,,0.0,12038.0,3.0,4.9906671868088575
12039,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12040,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12041,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12042,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12043,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12044,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12045,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12046,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12047,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12048,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12049,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12050,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12051,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12052,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12053,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12054,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12055,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12056,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12057,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12058,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12059,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12060,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12061,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12062,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12063,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12064,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12065,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12066,5.0,,,,0.0,0.0,0.0,0.0,0.0,12066.0,1.0,,0.0,4.992506390683736
12067,5.0,12067.0,0.0,1.0,0.0,16.96,0.0,0.0,0.0,,0.0,12067.0,4.0,4.995159840003341
12068,5.0,12068.0,0.0,8.0,0.0,144.19,5.0,0.0,0.0,,0.0,12068.0,23.0,5.008822496853737
12069,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12070,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12071,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12072,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12073,5.0,12073.0,0.0,1.0,0.0,14.84,1.0,0.0,0.0,,0.0,12073.0,3.0,4.9767461041967085
12074,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12075,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12076,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12077,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12078,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12079,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12080,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12081,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12082,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12083,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12084,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12085,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12086,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12087,5.0,12087.0,0.0,1.0,0.0,18.48,0.0,0.0,0.0,,0.0,12087.0,4.0,4.996761451710045
12088,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12089,5.0,12089.0,0.0,1.0,0.0,23.83,0.0,0.0,0.0,,0.0,12089.0,4.0,4.995056039983611
12090,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12091,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12092,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12093,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12094,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12095,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12096,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12097,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12098,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12099,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12100,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12101,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12102,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12103,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12104,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12105,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12106,5.0,12106.0,0.0,2.0,0.0,31.36,1.0,0.0,0.0,,0.0,12106.0,7.0,4.985297179349788
12107,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12108,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12109,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12110,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12111,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12112,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12113,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12114,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12115,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12116,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12117,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12118,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12119,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12120,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12121,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12122,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12123,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12124,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12125,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12126,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12127,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12128,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12129,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12130,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12131,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12132,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12133,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12134,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12135,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12136,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12137,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12138,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12139,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12140,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12141,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12142,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12143,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12144,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12145,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12146,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12147,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12148,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12149,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12150,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12151,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12152,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12153,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12154,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12155,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12156,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12157,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12158,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12159,5.0,12159.0,2.0,3.0,0.0,12.96,0.0,2.0,0.6666666666666666,,0.0,12159.0,3.0,5.001619761034712
12160,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12161,5.0,12161.0,0.0,1.0,0.0,19.08,1.0,0.0,0.0,,0.0,12161.0,2.0,4.978347715903412
12162,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12163,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12164,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12165,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12166,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12167,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12168,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12169,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12170,5.0,12170.0,0.0,2.0,0.0,55.69,2.0,0.0,0.0,,0.0,12170.0,6.0,4.9844287004061405
12171,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12172,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12173,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12174,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12175,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12176,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12177,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12178,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12179,5.0,12179.0,0.0,1.0,0.0,3.49,0.0,0.0,0.0,,0.0,12179.0,3.0,4.992506390683736
12180,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12181,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12182,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12183,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12184,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12185,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12186,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12187,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12188,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12189,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12190,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12191,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12192,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12193,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12194,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12195,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12196,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12197,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12198,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12199,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12200,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12201,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12202,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12203,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12204,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12205,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12206,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12207,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12208,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12209,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12210,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12211,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12212,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12213,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12214,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12215,5.0,12215.0,0.0,1.0,0.0,40.8,1.0,0.0,0.0,,0.0,12215.0,4.0,4.987111587506751
12216,5.0,12216.0,0.0,1.0,0.0,12.33,0.0,0.0,0.0,,0.0,12216.0,1.0,4.9906671868088575
12217,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12218,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12219,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12220,5.0,12220.0,0.0,9.0,0.0,127.83,9.0,0.0,0.0,12220.0,1.0,12220.0,26.0,4.9863419865889895
12221,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12222,5.0,12222.0,0.0,1.0,0.0,68.5,0.0,0.0,0.0,,0.0,12222.0,1.0,4.994673554578957
12223,5.0,12223.0,0.0,1.0,0.0,3.49,0.0,0.0,0.0,,0.0,12223.0,1.0,4.992506390683736
12224,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12225,5.0,12225.0,0.0,1.0,0.0,47.2,0.0,0.0,0.0,,0.0,12225.0,6.0,4.998160557982616
12226,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12227,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12228,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12229,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12230,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12231,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12232,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12233,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12234,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12235,5.0,12235.0,0.0,4.0,0.0,69.63,0.0,0.0,0.0,,0.0,12235.0,10.0,5.003170232123653
12236,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12237,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12238,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12239,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12240,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12241,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12242,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12243,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12244,5.0,12244.0,0.0,1.0,0.0,12.48,1.0,0.0,0.0,,0.0,12244.0,1.0,4.979708267135771
12245,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12246,5.0,12246.0,0.0,10.0,0.0,67.48,2.0,0.0,0.0,,0.0,12246.0,16.0,4.991434748950678
12247,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12248,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12249,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12250,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12251,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12252,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12253,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12254,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12255,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12256,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12257,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12258,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12259,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12260,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12261,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12262,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12263,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12264,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12265,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12266,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12267,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12268,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12269,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12270,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12271,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12272,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12273,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12274,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12275,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12276,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12277,5.0,12277.0,1.0,1.0,0.0,30.17,0.0,0.0,1.0,,0.0,12277.0,5.0,5.013616148862431
12278,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12279,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12280,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12281,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12282,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12283,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12284,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12285,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12286,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12287,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12288,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12289,5.0,12289.0,0.0,1.0,0.0,9.49,0.0,0.0,0.0,,0.0,12289.0,1.0,4.9906671868088575
12290,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12291,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12292,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12293,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12294,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12295,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12296,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12297,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12298,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12299,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12300,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12301,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12302,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12303,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12304,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12305,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12306,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12307,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12308,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
12309,5.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.992506390683736
