,usuario,Finicio,Ffinal,diferencia_entre_fechas,frecuencia_compra,desviacion_estandar,cantidad_elementos
82,1283.0,2022-03-03,2022-04-20,[48],48.0,0.0,1
83,1294.0,2023-11-27,2023-11-27,[],,,0
84,1295.0,2021-11-17,2021-11-17,[],,,0
85,1298.0,2021-11-16,2021-11-16,[],,,0
86,1301.0,2021-11-16,2023-06-14,[575],575.0,0.0,1
87,1333.0,2021-11-16,2021-11-16,[],,,0
88,1365.0,2021-11-17,2022-04-30,"[154, 8, 2]",54.666666666666664,70.28197176769841,3
89,1383.0,2021-11-19,2021-11-19,[],,,0
90,1406.0,2021-11-18,2021-11-18,[],,,0
91,1415.0,2021-12-19,2021-12-19,[],,,0
92,1422.0,2021-11-17,2021-11-17,[],,,0
93,1423.0,2022-11-24,2023-08-28,"[24, 8, 19, 5, 7, 56, 47, 11, 98, 2]",27.7,29.113742459532748,10
94,1431.0,2021-11-17,2021-11-17,[],,,0
95,1433.0,2021-11-17,2021-11-17,[],,,0
96,1444.0,2023-08-30,2023-08-30,[],,,0
97,1461.0,2021-11-19,2021-11-19,[],,,0
98,1470.0,2022-08-24,2022-09-25,[32],32.0,0.0,1
99,1471.0,2021-11-18,2021-11-18,[],,,0
100,1503.0,2022-08-18,2022-08-18,[],,,0
101,1507.0,2021-11-18,2021-11-18,[],,,0
102,1584.0,2021-12-07,2021-12-07,[],,,0
103,1598.0,2021-11-19,2021-11-19,[],,,0
104,1622.0,2021-12-03,2021-12-03,[],,,0
105,1639.0,2021-11-20,2021-11-20,[],,,0
106,1651.0,2023-10-16,2023-10-16,[],,,0
107,1653.0,2023-10-16,2023-10-16,[],,,0
108,1656.0,2022-03-02,2022-03-02,[],,,0
109,1665.0,2021-12-27,2021-12-27,[],,,0
110,1666.0,2023-05-31,2023-05-31,[],,,0
111,1681.0,2021-11-22,2021-11-22,[],,,0
112,1689.0,2021-11-23,2021-11-23,[],,,0
113,1693.0,2021-11-27,2021-11-27,[],,,0
114,1708.0,2021-11-24,2021-11-24,[],,,0
115,1713.0,2022-04-30,2023-08-15,"[337, 135]",236.0,101.0,2
116,1714.0,2021-11-24,2021-11-24,[],,,0
117,1717.0,2021-11-24,2021-11-24,[],,,0
118,1723.0,2021-11-25,2021-11-25,[],,,0
119,1728.0,2021-11-24,2021-11-24,[],,,0
120,1733.0,2021-11-25,2021-11-25,[],,,0
121,1737.0,2021-11-25,2021-11-25,[],,,0
122,1770.0,2021-11-26,2021-11-26,[],,,0
123,1772.0,2022-11-23,2024-03-06,"[21, 224, 119, 34, 71]",93.8,73.4612823193279,5
124,1781.0,2021-11-27,2022-12-26,"[381, 13]",197.0,184.0,2
125,1782.0,2021-11-27,2021-11-27,[],,,0
126,1792.0,2021-11-27,2021-11-27,[],,,0
127,1793.0,2021-11-27,2021-11-27,[],,,0
128,1802.0,2021-11-28,2021-11-28,[],,,0
129,1809.0,2022-01-27,2022-08-13,"[61, 35, 3, 10, 21, 1, 3, 64]",24.75,24.24226680820092,8
130,1817.0,2021-11-28,2021-11-28,[],,,0
131,1818.0,2021-12-04,2021-12-04,[],,,0
132,1821.0,2021-12-13,2021-12-13,[],,,0
133,1831.0,2021-11-30,2021-11-30,[],,,0
134,1838.0,2021-11-30,2021-11-30,[],,,0
135,1844.0,2023-06-20,2023-12-12,"[113, 62]",87.5,25.5,2
136,1848.0,2021-11-30,2021-11-30,[],,,0
137,1857.0,2021-12-01,2021-12-01,[],,,0
138,1862.0,2024-03-10,2024-03-10,[],,,0
139,1863.0,2021-12-01,2021-12-01,[],,,0
140,1866.0,2022-03-28,2022-03-28,[],,,0
141,1869.0,2021-12-02,2021-12-02,[],,,0
142,1870.0,2021-12-02,2021-12-02,[],,,0
143,1877.0,2021-12-05,2021-12-05,[],,,0
144,1880.0,2022-04-02,2024-04-04,"[46, 151, 73, 463]",183.25,166.05176150827188,4
145,1888.0,2024-08-02,2024-08-02,[],,,0
146,1902.0,2021-12-07,2021-12-07,[],,,0
147,1905.0,2021-12-07,2021-12-07,[],,,0
148,1909.0,2021-12-08,2021-12-08,[],,,0
149,1913.0,2021-12-08,2021-12-08,[],,,0
150,1914.0,2021-12-08,2022-03-03,[85],85.0,0.0,1
151,1915.0,2021-12-09,2022-05-28,"[111, 10, 49]",56.666666666666664,41.58792559812951,3
152,1918.0,2021-12-09,2021-12-09,[],,,0
153,1925.0,2021-12-09,2021-12-20,[11],11.0,0.0,1
154,1930.0,2021-12-09,2021-12-09,[],,,0
155,1934.0,2021-12-11,2021-12-11,[],,,0
156,1937.0,2021-12-10,2021-12-10,[],,,0
157,1938.0,2021-12-10,2021-12-10,[],,,0
158,1943.0,2021-12-10,2021-12-10,[],,,0
159,1946.0,2021-12-13,2021-12-13,[],,,0
160,1947.0,2021-12-13,2021-12-13,[],,,0
161,1949.0,2021-12-11,2021-12-11,[],,,0
162,1959.0,2021-12-11,2021-12-11,[],,,0
163,1960.0,2021-12-11,2021-12-11,[],,,0
164,1964.0,2021-12-14,2021-12-14,[],,,0
165,1968.0,2021-12-12,2021-12-12,[],,,0
166,1969.0,2021-12-12,2021-12-12,[],,,0
167,1971.0,2021-12-12,2021-12-12,[],,,0
168,1978.0,2021-12-13,2021-12-13,[],,,0
169,1979.0,2021-12-13,2021-12-13,[],,,0
170,1980.0,2021-12-13,2021-12-13,[],,,0
171,1982.0,2021-12-17,2021-12-17,[],,,0
172,1991.0,2021-12-15,2021-12-15,[],,,0
173,1993.0,2021-12-15,2021-12-15,[],,,0
174,2004.0,2024-03-26,2024-03-26,[],,,0
175,2006.0,2021-12-20,2021-12-20,[],,,0
176,2011.0,2021-12-21,2021-12-21,[],,,0
177,2023.0,2021-12-17,2021-12-17,[],,,0
178,2027.0,2021-12-18,2021-12-18,[],,,0
179,2028.0,2021-12-19,2021-12-19,[],,,0
180,2032.0,2022-04-28,2024-09-03,[859],859.0,0.0,1
181,2034.0,2021-12-18,2021-12-18,[],,,0
182,2038.0,2021-12-19,2021-12-19,[],,,0
183,2063.0,2021-12-20,2021-12-20,[],,,0
184,2071.0,2021-12-21,2021-12-21,[],,,0
185,2085.0,2023-06-09,2023-06-09,[],,,0
186,2090.0,2021-12-21,2021-12-21,[],,,0
187,2091.0,2021-12-21,2021-12-21,[],,,0
188,2098.0,2024-08-21,2024-08-21,[],,,0
189,2106.0,2022-04-04,2022-04-04,[],,,0
190,2109.0,2021-12-21,2021-12-21,[],,,0
191,2110.0,2021-12-21,2021-12-29,[8],8.0,0.0,1
192,2114.0,2021-12-21,2021-12-21,[],,,0
193,2116.0,2021-12-21,2021-12-21,[],,,0
194,2133.0,2021-12-23,2021-12-23,[],,,0
195,2134.0,2021-12-22,2021-12-22,[],,,0
196,2137.0,2021-12-22,2022-12-18,[361],361.0,0.0,1
197,2139.0,2021-12-22,2021-12-22,[],,,0
198,2145.0,2021-12-23,2021-12-23,[],,,0
199,2147.0,2021-12-23,2021-12-23,[],,,0
200,2149.0,2021-12-23,2021-12-23,[],,,0
201,2160.0,2021-12-23,2021-12-23,[],,,0
202,2165.0,2021-12-23,2021-12-23,[],,,0
203,2170.0,2021-12-24,2021-12-24,[],,,0
204,2178.0,2022-01-11,2023-03-27,"[123, 317]",220.0,97.0,2
205,2194.0,2021-12-29,2021-12-29,[],,,0
206,2200.0,2021-12-27,2021-12-29,[2],2.0,0.0,1
207,2204.0,2021-12-27,2021-12-27,[],,,0
208,2206.0,2022-10-10,2022-10-13,[3],3.0,0.0,1
209,2221.0,2021-12-28,2021-12-28,[],,,0
210,2224.0,2022-04-01,2022-04-01,[],,,0
211,2267.0,2021-12-31,2021-12-31,[],,,0
212,2273.0,2022-01-08,2022-01-08,[],,,0
213,2282.0,2022-01-04,2022-01-04,[],,,0
214,2285.0,2022-01-04,2022-01-04,[],,,0
215,2286.0,2022-07-01,2022-07-01,[],,,0
216,2298.0,2022-01-06,2022-01-06,[],,,0
217,2308.0,2023-12-09,2023-12-09,[],,,0
218,2309.0,2022-01-07,2022-07-06,"[60, 51, 2, 31, 36]",36.0,19.909796583591707,5
219,2330.0,2022-01-11,2022-01-11,[],,,0
220,2333.0,2022-01-11,2022-01-11,[],,,0
221,2337.0,2022-01-11,2022-01-11,[],,,0
222,2342.0,2022-01-12,2022-11-02,"[50, 1, 3, 10, 6, 3, 35, 11, 14, 123, 4, 13, 4, 17]",21.0,31.215838470695793,14
223,2349.0,2022-01-12,2022-01-12,[],,,0
224,2350.0,2022-01-12,2022-05-17,"[16, 87, 3, 19]",31.25,32.74427430864822,4
225,2362.0,2022-02-10,2022-02-10,[],,,0
226,2368.0,2022-06-08,2022-06-08,[],,,0
227,2370.0,2022-01-13,2022-01-13,[],,,0
228,2465.0,2022-01-18,2022-01-18,[],,,0
229,2466.0,2023-02-14,2023-04-21,"[7, 59]",33.0,26.0,2
230,2487.0,2022-05-15,2022-05-15,[],,,0
231,2492.0,2022-02-10,2022-02-10,[],,,0
232,2493.0,2022-08-12,2022-08-12,[],,,0
233,2494.0,2022-07-12,2022-12-08,"[118, 3, 1, 12, 15]",29.8,44.413511457663425,5
234,2495.0,2022-03-17,2023-05-08,"[84, 42, 26, 24, 4, 13, 11, 6, 7, 5, 1, 16, 6, 4, 8, 7, 7, 9, 6, 8, 3, 45, 30, 21, 2, 6, 8, 8]",14.892857142857142,17.39527703905017,28
235,2498.0,2022-03-17,2022-04-30,[44],44.0,0.0,1
236,2519.0,2022-01-22,2024-10-18,"[42, 86, 568, 304]",250.0,208.68636754709206,4
237,2520.0,2022-03-27,2022-11-14,"[197, 25, 10]",77.33333333333333,84.83840849258993,3
238,2544.0,2023-12-15,2024-06-14,"[46, 136]",91.0,45.0,2
239,2557.0,2022-01-23,2022-01-23,[],,,0
240,2561.0,2022-06-02,2022-06-02,[],,,0
241,2562.0,2022-01-24,2022-01-24,[],,,0
242,2581.0,2022-01-24,2022-01-24,[],,,0
243,2586.0,2022-01-24,2022-01-24,[],,,0
244,2589.0,2022-08-01,2023-07-13,"[261, 49, 36]",115.33333333333333,103.13852604897724,3
245,2590.0,2022-03-17,2024-07-29,"[10, 12, 14, 17, 29, 17, 27, 20, 6, 12, 22, 8, 16, 7, 9, 14, 4, 4, 9, 8, 5, 4, 11, 2, 15, 11, 6, 14, 1, 1, 6, 16, 3, 4, 12, 9, 18, 20, 89, 161, 10, 41, 2, 69, 9, 61]",18.804347826086957,27.350875961822812,46
246,2595.0,2022-01-27,2022-01-27,[],,,0
247,2602.0,2022-01-27,2022-01-27,[],,,0
248,2619.0,2022-01-28,2022-01-28,[],,,0
249,2626.0,2022-01-29,2022-01-29,[],,,0
250,2627.0,2022-01-29,2022-01-29,[],,,0
251,2638.0,2022-02-05,2022-02-05,[],,,0
252,2650.0,2022-01-31,2022-01-31,[],,,0
253,2656.0,2022-02-01,2022-02-01,[],,,0
254,2658.0,2022-02-01,2022-02-01,[],,,0
255,2672.0,2022-02-03,2024-09-28,"[602, 296, 70]",322.6666666666667,218.00509678037855,3
256,2677.0,2022-02-04,2022-02-04,[],,,0
257,2690.0,2022-02-05,2022-02-05,[],,,0
258,2695.0,2022-02-07,2022-07-06,"[38, 30, 25, 56]",37.25,11.776565713313877,4
259,2702.0,2022-06-25,2023-02-09,"[4, 20, 56, 3, 11, 1, 19, 37, 21, 9, 48]",20.818181818181817,17.765227434095067,11
260,2703.0,2022-02-07,2022-02-07,[],,,0
261,2705.0,2022-02-08,2022-02-08,[],,,0
262,2720.0,2022-02-11,2022-05-10,"[19, 8, 7, 54]",22.0,19.06567596493762,4
263,2721.0,2022-03-16,2024-09-22,"[21, 2, 15, 2, 17, 67, 123, 10, 53, 60, 224, 78, 13, 22, 8, 9, 8, 2, 2, 34, 6, 4, 12, 11, 12, 101, 1, 1, 3]",31.75862068965517,47.99400477819315,29
264,2737.0,2022-02-19,2022-02-19,[],,,0
265,2738.0,2022-02-12,2022-02-12,[],,,0
266,2739.0,2022-02-12,2022-02-12,[],,,0
267,2752.0,2022-02-12,2022-02-12,[],,,0
268,2753.0,2022-02-12,2022-02-12,[],,,0
269,2755.0,2022-02-12,2022-02-12,[],,,0
270,2758.0,2022-08-26,2022-12-01,"[33, 11, 53]",32.333333333333336,17.15290710702481,3
271,2761.0,2022-02-12,2022-02-12,[],,,0
272,2767.0,2023-08-14,2023-08-14,[],,,0
273,2779.0,2024-05-01,2024-10-14,"[35, 17, 35, 27, 5, 41, 6]",23.714285714285715,13.487711716482481,7
274,2781.0,2022-02-13,2022-02-13,[],,,0
275,2783.0,2022-02-13,2022-06-15,"[57, 50, 15]",40.666666666666664,18.372685039360892,3
276,2790.0,2023-01-03,2023-01-03,[],,,0
277,2794.0,2022-02-13,2022-02-13,[],,,0
278,2796.0,2022-02-13,2022-02-13,[],,,0
279,2798.0,2022-04-28,2022-04-28,[],,,0
280,2804.0,2022-02-13,2022-02-13,[],,,0
281,2816.0,2022-02-15,2022-02-22,[7],7.0,0.0,1
282,2835.0,2022-02-15,2022-02-15,[],,,0
283,2837.0,2022-02-15,2022-03-15,"[1, 27]",14.0,13.0,2
284,2842.0,2022-04-14,2022-04-14,[],,,0
285,2845.0,2022-02-15,2022-02-15,[],,,0
286,2848.0,2022-02-15,2022-02-15,[],,,0
287,2866.0,2022-02-16,2022-02-16,[],,,0
288,2872.0,2022-02-16,2022-02-16,[],,,0
289,2873.0,2022-02-16,2022-02-16,[],,,0
290,2878.0,2022-02-16,2023-12-10,"[55, 16, 27, 84, 29, 98, 33, 47, 115, 25, 61, 72]",55.166666666666664,30.33653829222371,12
291,2882.0,2022-02-16,2022-02-16,[],,,0
292,2886.0,2022-03-06,2023-12-09,"[6, 5, 12, 1, 7, 7, 18, 30, 267, 36, 231, 23]",53.583333333333336,88.29350517198621,12
293,2888.0,2022-02-16,2022-02-16,[],,,0
294,2905.0,2022-02-17,2022-02-17,[],,,0
295,2913.0,2022-03-17,2023-08-13,"[21, 16, 17, 13, 32, 109, 133, 74, 99]",57.111111111111114,44.310631893095724,9
296,2929.0,2022-02-18,2022-02-18,[],,,0
297,2948.0,2022-02-19,2022-06-19,"[1, 65, 54]",40.0,27.94041278626117,3
298,2950.0,2022-02-19,2022-02-19,[],,,0
299,2967.0,2022-02-20,2022-02-20,[],,,0
300,2970.0,2022-02-21,2022-02-21,[],,,0
301,2973.0,2022-02-28,2023-05-07,[433],433.0,0.0,1
302,2992.0,2022-02-22,2022-04-11,"[2, 4, 4, 8, 2, 8, 6, 14]",6.0,3.7416573867739413,8
303,3010.0,2022-02-23,2022-02-23,[],,,0
304,3011.0,2023-10-23,2023-10-23,[],,,0
305,3016.0,2022-02-24,2022-05-16,[81],81.0,0.0,1
306,3018.0,2022-02-23,2022-02-23,[],,,0
307,3027.0,2023-07-28,2024-10-05,"[20, 346, 56, 13]",108.75,137.94450877073723,4
308,3028.0,2023-03-26,2023-03-26,[],,,0
309,3036.0,2022-02-24,2022-02-24,[],,,0
310,3047.0,2022-02-25,2022-02-25,[],,,0
311,3057.0,2022-11-02,2024-05-31,"[44, 15, 27, 51, 42, 146, 52, 7, 11, 15, 63, 103]",48.0,39.370039370059054,12
312,3086.0,2022-02-27,2022-08-30,"[54, 130]",92.0,38.0,2
313,3105.0,2024-04-29,2024-04-29,[],,,0
314,3106.0,2022-02-28,2023-05-24,"[60, 45, 38, 26, 68, 15, 53, 91, 54]",50.0,21.343747458109494,9
315,3122.0,2022-02-28,2022-11-04,"[72, 177]",124.5,52.5,2
316,3126.0,2022-03-01,2022-09-16,[199],199.0,0.0,1
317,3152.0,2022-03-05,2022-03-17,[12],12.0,0.0,1
318,3169.0,2022-03-01,2022-03-01,[],,,0
319,3176.0,2023-04-17,2023-04-17,[],,,0
320,3183.0,2022-03-02,2022-03-02,[],,,0
321,3188.0,2022-03-03,2023-10-12,"[304, 60, 68, 156]",147.0,98.1580358401695,4
322,3189.0,2022-05-11,2022-05-11,[],,,0
323,3193.0,2022-03-03,2022-03-03,[],,,0
324,3194.0,2022-03-04,2022-03-04,[],,,0
325,3208.0,2022-03-04,2022-03-04,[],,,0
326,3211.0,2023-10-15,2023-10-15,[],,,0
327,3219.0,2022-03-19,2022-03-19,[],,,0
328,3241.0,2022-03-08,2022-03-08,[],,,0
329,3268.0,2022-03-07,2022-03-07,[],,,0
330,3280.0,2022-03-07,2022-03-07,[],,,0
331,3284.0,2022-05-19,2022-05-19,[],,,0
332,3294.0,2022-04-01,2022-09-27,"[11, 10, 8, 6, 20, 4, 1, 16, 19, 24, 27, 25, 8]",13.76923076923077,8.24764624841859,13
333,3295.0,2022-03-16,2022-05-05,"[1, 5, 8, 2, 19, 6, 4, 5]",6.25,5.238081709939241,8
334,3300.0,2022-03-08,2022-03-08,[],,,0
335,3303.0,2022-04-28,2024-06-21,"[11, 1, 101, 506, 28, 138]",130.83333333333334,174.87273149986027,6
336,3311.0,2022-03-31,2022-09-09,"[14, 6, 2, 4, 16, 15, 13, 15, 28, 49]",16.2,12.990765951243983,10
337,3329.0,2022-03-11,2022-03-26,[15],15.0,0.0,1
338,3340.0,2022-03-10,2022-03-10,[],,,0
339,3347.0,2024-05-19,2024-05-19,[],,,0
340,3350.0,2022-03-27,2022-03-27,[],,,0
341,3359.0,2022-10-26,2022-10-26,[],,,0
342,3362.0,2022-03-11,2022-05-31,"[50, 31]",40.5,9.5,2
343,3379.0,2022-03-17,2024-03-23,"[9, 29, 4, 139, 71, 53, 234, 65, 19, 114]",73.7,67.91914310413523,10
344,3385.0,2023-05-17,2023-05-17,[],,,0
345,3393.0,2022-03-17,2022-03-17,[],,,0
346,3394.0,2022-05-18,2022-05-18,[],,,0
347,3398.0,2022-03-16,2023-03-29,"[16, 6, 356]",126.0,162.68579122549906,3
348,3401.0,2022-04-06,2023-01-21,[290],290.0,0.0,1
349,3402.0,2022-09-15,2023-07-20,"[96, 68, 144]",102.66666666666667,31.382939455839523,3
350,3410.0,2022-07-01,2022-07-01,[],,,0
351,3420.0,2022-07-21,2022-09-04,[45],45.0,0.0,1
352,3423.0,2022-04-28,2022-04-28,[],,,0
353,3431.0,2022-03-16,2023-07-21,"[270, 222]",246.0,24.0,2
354,3440.0,2022-03-23,2022-11-17,"[11, 228]",119.5,108.5,2
355,3443.0,2022-07-28,2022-07-28,[],,,0
356,3447.0,2022-04-01,2022-08-17,"[91, 47]",69.0,22.0,2
357,3453.0,2022-03-17,2022-03-17,[],,,0
358,3456.0,2022-05-19,2023-08-31,"[42, 180, 94, 153]",117.25,53.42927568290628,4
359,3458.0,2022-05-31,2022-05-31,[],,,0
360,3459.0,2022-03-17,2022-03-17,[],,,0
361,3460.0,2022-03-17,2022-08-25,[161],161.0,0.0,1
362,3461.0,2022-03-17,2022-05-04,"[44, 4]",24.0,20.0,2
363,3469.0,2022-03-17,2022-04-04,"[5, 13]",9.0,4.0,2
364,3481.0,2022-03-17,2022-10-26,"[161, 20, 42]",74.33333333333333,61.93724422528195,3
365,3487.0,2022-03-17,2022-12-23,"[6, 4, 43, 3, 1, 127, 20, 14, 7, 8, 3, 20, 6, 1, 18]",18.733333333333334,30.827404835452644,15
366,3495.0,2022-03-17,2022-03-17,[],,,0
367,3499.0,2022-03-17,2022-03-17,[],,,0
368,3504.0,2022-05-10,2022-06-15,[36],36.0,0.0,1
369,3510.0,2022-03-17,2023-03-04,[352],352.0,0.0,1
370,3512.0,2022-03-17,2022-04-11,[25],25.0,0.0,1
371,3517.0,2022-03-17,2022-05-10,[54],54.0,0.0,1
372,3520.0,2022-03-17,2022-06-26,"[16, 18, 10, 57]",25.25,18.565761497983324,4
373,3527.0,2022-03-17,2022-03-17,[],,,0
374,3528.0,2022-03-17,2022-04-28,[42],42.0,0.0,1
375,3529.0,2022-03-17,2022-03-17,[],,,0
376,3531.0,2022-03-17,2022-03-28,[11],11.0,0.0,1
377,3532.0,2022-03-17,2022-03-17,[],,,0
378,3536.0,2022-03-17,2022-03-27,[10],10.0,0.0,1
379,3545.0,2022-04-20,2022-04-20,[],,,0
380,3554.0,2022-03-18,2022-03-18,[],,,0
381,3594.0,2022-05-10,2022-05-10,[],,,0
382,3600.0,2022-03-21,2022-03-28,[7],7.0,0.0,1
383,3612.0,2022-04-04,2022-04-04,[],,,0
384,3613.0,2022-04-28,2023-05-16,"[59, 324]",191.5,132.5,2
385,3616.0,2023-02-19,2023-10-05,"[1, 15, 11, 3, 10, 30, 78, 80]",28.5,30.29438891940222,8
386,3618.0,2022-03-23,2022-03-23,[],,,0
387,3620.0,2022-10-03,2022-10-03,[],,,0
388,3624.0,2022-04-09,2022-04-30,"[19, 2]",10.5,8.5,2
389,3625.0,2022-03-22,2022-03-22,[],,,0
390,3628.0,2022-03-22,2022-03-22,[],,,0
391,3633.0,2022-03-22,2022-03-22,[],,,0
392,3643.0,2022-03-22,2022-06-09,"[21, 29, 29]",26.333333333333332,3.7712361663282534,3
393,3661.0,2022-03-23,2022-03-23,[],,,0
394,3662.0,2022-06-08,2022-11-23,"[56, 13, 1, 94, 4]",33.6,36.092104399716014,5
395,3673.0,2022-03-23,2022-03-23,[],,,0
396,3686.0,2022-03-23,2024-01-10,"[79, 234, 345]",219.33333333333334,109.08813969548763,3
397,3689.0,2022-05-22,2022-05-22,[],,,0
398,3729.0,2023-06-09,2023-06-09,[],,,0
399,3733.0,2022-03-23,2022-08-29,[159],159.0,0.0,1
400,3738.0,2022-03-28,2022-03-28,[],,,0
401,3739.0,2022-03-31,2022-03-31,[],,,0
402,3771.0,2022-03-24,2022-03-24,[],,,0
403,3794.0,2022-12-18,2024-10-13,"[73, 31, 4, 8, 47, 1, 51, 47, 17, 7, 21, 39, 6, 9, 25, 42, 20, 71, 16, 17, 12, 21, 9, 4, 15, 8, 17, 27]",23.75,19.25139141539051,28
404,3802.0,2024-09-17,2024-09-17,[],,,0
405,3804.0,2022-03-24,2022-03-24,[],,,0
406,3816.0,2022-03-25,2022-03-25,[],,,0
407,3826.0,2023-01-14,2023-02-12,"[1, 28]",14.5,13.5,2
408,3830.0,2022-03-25,2023-07-28,"[34, 2, 13, 6, 11, 86, 1, 25, 22, 55, 1, 1, 3, 2, 2, 7, 6, 4, 6, 3, 3, 1, 35, 7, 1, 8, 2, 4, 18, 1, 3, 23, 11, 16, 60, 7]",13.61111111111111,18.834480463261727,36
409,3833.0,2022-03-25,2022-03-25,[],,,0
410,3859.0,2022-05-07,2023-10-28,"[508, 31]",269.5,238.5,2
411,3861.0,2022-03-26,2022-03-26,[],,,0
412,3874.0,2023-03-18,2023-03-18,[],,,0
413,3879.0,2022-05-18,2022-05-18,[],,,0
414,3881.0,2022-03-26,2022-03-26,[],,,0
415,3888.0,2023-10-04,2023-10-04,[],,,0
416,3894.0,2022-03-28,2022-03-28,[],,,0
417,3909.0,2022-03-27,2022-03-27,[],,,0
418,3911.0,2022-03-27,2022-03-27,[],,,0
419,3915.0,2022-07-01,2023-06-30,[364],364.0,0.0,1
420,3919.0,2022-04-30,2022-04-30,[],,,0
421,3925.0,2022-03-28,2022-05-14,[47],47.0,0.0,1
422,3929.0,2022-04-28,2023-02-04,"[12, 21, 212, 36, 1]",56.4,78.63993896233643,5
423,3933.0,2022-03-27,2023-06-14,"[1, 9, 14, 26, 2, 12, 77, 10, 34, 72, 187]",40.36363636363637,52.6726990303373,11
424,3936.0,2022-03-28,2023-01-23,"[23, 71, 207]",100.33333333333333,77.92874237974644,3
425,3937.0,2022-03-28,2022-03-28,[],,,0
426,3944.0,2022-03-28,2022-03-28,[],,,0
427,3962.0,2022-09-22,2022-09-22,[],,,0
428,3963.0,2022-09-15,2022-09-15,[],,,0
429,3974.0,2022-03-29,2022-07-15,"[22, 8, 14, 6, 42, 2, 14]",15.428571428571429,12.408029000347693,7
430,3988.0,2022-03-29,2022-03-29,[],,,0
431,3991.0,2023-01-17,2024-09-21,"[6, 2, 8, 5, 8, 2, 2, 2, 19, 5, 12, 2, 42, 19, 49, 11, 34, 22, 44, 23, 54, 34, 22, 79, 4, 1, 4, 3, 7, 88]",20.433333333333334,22.801583765655884,30
432,3992.0,2022-03-29,2024-09-20,"[93, 46, 2, 29, 95, 28, 38, 76, 92, 125, 280, 2]",75.5,72.30087597440757,12
433,4007.0,2022-06-24,2022-06-24,[],,,0
434,4022.0,2022-12-20,2022-12-20,[],,,0
435,4023.0,2022-03-29,2022-03-29,[],,,0
436,4028.0,2022-03-29,2022-10-29,[214],214.0,0.0,1
437,4033.0,2022-03-29,2023-12-21,"[2, 5, 25, 10, 15, 176, 23, 15, 44, 22, 13, 9, 19, 42, 26, 24, 101, 61]",35.111111111111114,41.15538156910667,18
438,4061.0,2022-04-05,2023-03-02,[331],331.0,0.0,1
439,4062.0,2022-04-13,2022-04-13,[],,,0
440,4074.0,2022-05-10,2022-12-20,"[110, 36, 26, 52]",56.0,32.526911934581186,4
441,4077.0,2022-04-20,2022-04-20,[],,,0
442,4079.0,2022-03-31,2023-12-01,"[40, 54, 81, 55, 62, 194, 56, 68]",76.25,45.86597322634722,8
443,4089.0,2022-04-01,2022-04-01,[],,,0
444,4093.0,2022-04-02,2022-04-06,[4],4.0,0.0,1
445,4109.0,2022-04-01,2022-04-27,[26],26.0,0.0,1
446,4118.0,2022-10-23,2023-09-29,[341],341.0,0.0,1
447,4122.0,2023-05-13,2023-05-13,[],,,0
448,4123.0,2022-08-29,2022-09-27,[29],29.0,0.0,1
449,4142.0,2022-04-02,2024-03-04,"[4, 23, 10, 14, 4, 4, 13, 2, 5, 3, 2, 13, 13, 18, 4, 5, 8, 6, 9, 48, 3, 25, 11, 3, 1, 21, 7, 48, 36, 45, 74, 8, 11, 42, 150, 9]",19.5,27.62295744082769,36
450,4144.0,2022-04-02,2022-04-02,[],,,0
451,4146.0,2022-04-15,2022-04-15,[],,,0
452,4157.0,2022-04-02,2022-06-26,"[1, 84]",42.5,41.5,2
453,4179.0,2022-05-09,2023-02-25,"[6, 122, 104, 60]",73.0,44.77722635447622,4
454,4182.0,2022-04-21,2022-04-21,[],,,0
455,4238.0,2022-04-03,2022-04-30,[27],27.0,0.0,1
456,4251.0,2022-04-03,2022-04-03,[],,,0
457,4254.0,2022-04-03,2022-04-03,[],,,0
458,4305.0,2022-04-03,2022-04-26,[23],23.0,0.0,1
459,4319.0,2022-04-28,2022-04-30,[2],2.0,0.0,1
460,4328.0,2022-04-03,2022-04-03,[],,,0
461,4349.0,2023-02-03,2023-02-03,[],,,0
462,4369.0,2022-04-03,2022-04-03,[],,,0
463,4379.0,2022-04-10,2022-04-10,[],,,0
464,4386.0,2022-04-03,2022-04-03,[],,,0
465,4395.0,2022-04-28,2022-04-30,[2],2.0,0.0,1
466,4408.0,2022-04-30,2022-11-23,"[61, 118, 28]",69.0,37.17526059088221,3
467,4429.0,2022-04-03,2022-04-03,[],,,0
468,4454.0,2022-04-04,2022-04-04,[],,,0
469,4466.0,2022-04-04,2023-07-31,"[414, 69]",241.5,172.5,2
470,4479.0,2024-02-25,2024-02-25,[],,,0
471,4489.0,2022-04-22,2022-04-22,[],,,0
472,4495.0,2023-04-25,2023-04-25,[],,,0
473,4511.0,2022-04-05,2022-04-05,[],,,0
474,4528.0,2022-04-05,2022-04-05,[],,,0
475,4531.0,2022-04-05,2022-04-05,[],,,0
476,4538.0,2022-04-05,2022-04-05,[],,,0
477,4551.0,2022-04-20,2024-07-16,"[298, 77, 5, 63, 40, 39, 7, 111, 178]",90.88888888888889,89.16581861832786,9
478,4562.0,2022-04-05,2024-02-11,"[533, 5, 139]",225.66666666666666,224.0972011328021,3
479,4616.0,2022-04-06,2022-04-06,[],,,0
480,4631.0,2022-12-23,2022-12-23,[],,,0
481,4637.0,2022-04-06,2022-04-06,[],,,0
482,4647.0,2022-04-06,2022-04-06,[],,,0
483,4685.0,2022-05-11,2022-05-11,[],,,0
